1054 1136
86 1204224 _
87 10838016 _
88 331776 /predictor/d3/11/c1/W
89 4816896 _
90 22880256 _
91 8640 /predictor/d3/23/bn0/gamma
92 22880256 _
93 1204224 _
94 6528 /predictor/d3/12/bn0/gamma
95 4816896 _
96 8640 /predictor/d3/23/bn0/beta
97 4816896 _
98 10838016 _
99 6528 /predictor/d3/12/bn0/beta
100 12042240 _
101 1204224 _
102 1658880 /predictor/d3/23/c0/W
103 301056 _
104 4816896 _
105 1204224 _
106 1253376 /predictor/d3/12/c0/W
107 4816896 _
108 768 /predictor/d3/23/bn1/gamma
109 24084480 _
110 10838016 _
111 768 /predictor/d3/12/bn1/gamma
112 4816896 _
113 12042240 _
114 768 /predictor/d3/23/bn1/beta
115 1204224 _
116 768 /predictor/d3/12/bn1/beta
117 10838016 _
118 331776 /predictor/d3/23/c1/W
119 1204224 _
120 12042240 _
121 4816896 _
122 24084480 _
123 331776 /predictor/d3/12/c1/W
124 8832 /predictor/t3_bn0/gamma
125 8832 /predictor/t3_bn0/beta
126 24084480 _
127 1204224 _
128 4816896 _
129 4816896 _
130 6720 /predictor/d3/13/bn0/gamma
131 11139072 _
132 13246464 _
133 8832000 /predictor/fc/W
134 6720 /predictor/d3/13/bn0/beta
135 1204224 _
136 4816896 _
137 301056 _
138 1204224 _
139 4000 /predictor/fc/b
140 4816896 _
141 1290240 /predictor/d3/13/c0/W
142 25288704 _
143 11139072 _
144 4816896 _
145 13246464 _
146 1204224 _
147 768 /predictor/d3/13/bn1/gamma
148 154140672 _
149 1204224 _
150 768 /predictor/d2/1/bn1/gamma
151 38535168 _
152 1344 /predictor/d1/3/bn0/gamma
153 7827456 _
154 19267584 _
155 768 /predictor/d2/1/bn1/beta
156 1204224 _
157 1344 /predictor/d1/3/bn0/beta
158 301056 _
159 331776 /predictor/d2/1/c1/W
160 258048 /predictor/d1/3/c0/W
161 19267584 _
162 7827456 _
163 43352064 _
164 768 /predictor/d1/3/bn1/gamma
165 1920 /predictor/d2/2/bn0/gamma
166 19267584 _
167 4816896 _
168 7827456 _
169 768 /predictor/d1/3/bn1/beta
170 1204224 _
171 1920 /predictor/d2/2/bn0/beta
172 43352064 _
173 331776 /predictor/d1/3/c1/W
174 368640 /predictor/d2/2/c0/W
175 1204224 _
176 768 /predictor/d2/2/bn1/gamma
177 43352064 _
178 8128512 _
179 19267584 _
180 1536 /predictor/d1/4/bn0/gamma
181 1204224 _
182 768 /predictor/d2/2/bn1/beta
183 301056 _
184 1536 /predictor/d1/4/bn0/beta
185 331776 /predictor/d2/2/c1/W
186 19267584 _
187 294912 /predictor/d1/4/c0/W
188 8128512 _
189 48168960 _
190 19267584 _
191 4816896 _
192 768 /predictor/d1/4/bn1/gamma
193 2112 /predictor/d2/3/bn0/gamma
194 8128512 _
195 1204224 _
196 768 /predictor/d1/4/bn1/beta
197 2112 /predictor/d2/3/bn0/beta
198 48168960 _
199 4224 /predictor/d3/0/bn0/gamma
200 4224 /predictor/d3/0/bn0/beta
201 57802752 _
202 77070336 _
203 811008 /predictor/d3/0/c0/W
204 768 /predictor/d3/0/bn1/gamma
205 77070336 _
206 768 /predictor/d3/0/bn1/beta
207 77070336 _
208 77070336 _
209 331776 /predictor/d3/0/c1/W
210 19267584 _
211 4416 /predictor/d3/1/bn0/gamma
212 77070336 _
213 4416 /predictor/d3/1/bn0/beta
214 77070336 _
215 77070336 _
216 847872 /predictor/d3/1/c0/W
217 768 /predictor/d3/1/bn1/gamma
218 768 /predictor/d3/1/bn1/beta
219 77070336 _
220 96337920 _
221 331776 /predictor/d3/1/c1/W
222 77070336 _
223 19267584 _
224 768 /predictor/d2/12/bn1/beta
225 331776 /predictor/d2/12/c1/W
226 811008 /predictor/d2/14/c0/W
227 768 /predictor/d2/14/bn1/gamma
228 768 /predictor/d2/14/bn1/beta
229 331776 /predictor/d2/14/c1/W
230 4416 /predictor/d2/15/bn0/gamma
231 4416 /predictor/d2/15/bn0/beta
232 847872 /predictor/d2/15/c0/W
233 128 1
234 768 /predictor/d2/15/bn1/gamma
235 768 /predictor/d2/15/bn1/beta
236 331776 /predictor/d2/15/c1/W
237 19267584 0
238 1253376 /predictor/d2/26/c0/W
239 13246464 _
240 4816896 _
241 768 /predictor/d2/26/bn1/gamma
242 768 /predictor/d2/26/bn1/beta
243 4816896 _
244 331776 /predictor/d2/26/c1/W
245 14450688 _
246 4816896 _
247 1204224 _
248 6720 /predictor/d2/27/bn0/gamma
249 6720 /predictor/d2/27/bn0/beta
250 14450688 _
251 1290240 /predictor/d2/27/c0/W
252 14450688 _
253 4816896 _
254 768 /predictor/d2/27/bn1/gamma
255 768 /predictor/d2/27/bn1/beta
256 4816896 _
257 331776 /predictor/d2/27/c1/W
258 15654912 _
259 4816896 _
260 1204224 _
261 6912 /predictor/d2/28/bn0/gamma
262 6912 /predictor/d2/28/bn0/beta
263 15654912 _
264 768 /predictor/d3/13/bn1/beta
265 37330944 _
266 4816896 _
267 25288704 _
268 1204224 _
269 331776 /predictor/d3/13/c1/W
270 25288704 _
271 4816896 _
272 37330944 _
273 6912 /predictor/d3/14/bn0/gamma
274 6912 /predictor/d3/14/bn0/beta
275 37330944 _
276 4816896 _
277 4816896 _
278 1327104 /predictor/d3/14/c0/W
279 26492928 _
280 4816896 _
281 1204224 _
282 4816896 _
283 768 /predictor/d3/14/bn1/gamma
284 38535168 _
285 768 /predictor/d3/14/bn1/beta
286 4816896 _
287 26492928 _
288 1204224 _
289 331776 /predictor/d3/14/c1/W
290 26492928 _
291 4816896 _
292 38535168 _
293 7104 /predictor/d3/15/bn0/gamma
294 38535168 _
295 7104 /predictor/d3/15/bn0/beta
296 4816896 _
297 4816896 _
298 27697152 _
299 1363968 /predictor/d3/15/c0/W
300 4816896 _
301 1204224 _
302 4816896 _
303 11139072 _
304 1204224 _
305 1204224 _
306 48168960 _
307 8429568 _
308 4816896 _
309 19267584 _
310 1204224 _
311 301056 _
312 49373184 _
313 1204224 _
314 4816896 _
315 1204224 _
316 11440128 _
317 19267584 _
318 1204224 _
319 8429568 _
320 301056 _
321 52985856 _
322 49373184 _
323 19267584 _
324 4816896 _
325 8429568 _
326 1204224 _
327 11440128 _
328 49373184 _
329 4816896 _
330 52985856 _
331 11440128 _
332 1204224 _
333 1204224 _
334 52985856 _
335 8730624 _
336 4816896 _
337 19267584 _
338 1204224 _
339 301056 _
340 50577408 _
341 1204224 _
342 4816896 _
343 1204224 _
344 11741184 _
345 19267584 _
346 1204224 _
347 8730624 _
348 301056 _
349 57802752 _
350 50577408 _
351 19267584 _
352 4816896 _
353 8730624 _
354 1204224 _
355 11741184 _
356 50577408 _
357 4816896 _
358 4608 /predictor/d3/2/bn0/gamma
359 768 /predictor/d0/2/bn0/beta
360 4608 /predictor/d3/2/bn0/beta
361 384 /predictor/d0/0/bn0/gamma
362 147456 /predictor/d0/2/c0/W
363 384 /predictor/d0/0/bn0/beta
364 884736 /predictor/d3/2/c0/W
365 73728 /predictor/d0/0/c0/W
366 768 /predictor/d0/2/bn1/gamma
367 768 /predictor/d3/2/bn1/gamma
368 768 /predictor/d0/2/bn1/beta
369 768 /predictor/d3/2/bn1/beta
370 768 /predictor/d0/0/bn1/gamma
371 768 /predictor/d0/0/bn1/beta
372 331776 /predictor/d3/2/c1/W
373 331776 /predictor/d0/2/c1/W
374 331776 /predictor/d0/0/c1/W
375 4800 /predictor/d3/3/bn0/gamma
376 960 /predictor/d0/3/bn0/gamma
377 4800 /predictor/d3/3/bn0/beta
378 960 /predictor/d0/3/bn0/beta
379 576 /predictor/d0/1/bn0/gamma
380 921600 /predictor/d3/3/c0/W
381 576 /predictor/d0/1/bn0/beta
382 184320 /predictor/d0/3/c0/W
383 768 /predictor/d0/1/bn1/gamma
384 768 /predictor/d3/3/bn1/gamma
385 768 /predictor/d0/1/bn1/beta
386 768 /predictor/d0/3/bn1/gamma
387 768 /predictor/d3/3/bn1/beta
388 768 /predictor/d0/3/bn1/beta
389 331776 /predictor/d0/1/c1/W
390 331776 /predictor/d3/3/c1/W
391 331776 /predictor/d0/3/c1/W
392 768 /predictor/d0/2/bn0/gamma
393 4992 /predictor/d3/4/bn0/gamma
394 331776 /predictor/d1/4/c1/W
395 405504 /predictor/d2/3/c0/W
396 4608 /predictor/d2/16/bn0/gamma
397 4608 /predictor/d2/16/bn0/beta
398 768 /predictor/d2/3/bn1/gamma
399 1728 /predictor/d1/5/bn0/gamma
400 884736 /predictor/d2/16/c0/W
401 768 /predictor/d2/3/bn1/beta
402 1728 /predictor/d1/5/bn0/beta
403 768 /predictor/d2/16/bn1/gamma
404 331776 /predictor/d2/3/c1/W
405 331776 /predictor/d1/5/c0/W
406 768 /predictor/d2/16/bn1/beta
407 331776 /predictor/d2/16/c1/W
408 768 /predictor/d1/5/bn1/gamma
409 2304 /predictor/d2/4/bn0/gamma
410 768 /predictor/d1/5/bn1/beta
411 2304 /predictor/d2/4/bn0/beta
412 4800 /predictor/d2/17/bn0/gamma
413 331776 /predictor/d1/5/c1/W
414 442368 /predictor/d2/4/c0/W
415 4800 /predictor/d2/17/bn0/beta
416 921600 /predictor/d2/17/c0/W
417 768 /predictor/d2/4/bn1/gamma
418 1920 /predictor/d1/6/bn0/gamma
419 768 /predictor/d2/4/bn1/beta
420 1920 /predictor/d1/6/bn0/beta
421 768 /predictor/d2/17/bn1/gamma
422 768 /predictor/d2/17/bn1/beta
423 331776 /predictor/d2/4/c1/W
424 368640 /predictor/d1/6/c0/W
425 331776 /predictor/d2/17/c1/W
426 768 /predictor/d1/6/bn1/gamma
427 2496 /predictor/d2/5/bn0/gamma
428 768 /predictor/d1/6/bn1/beta
429 96337920 _
430 96337920 _
431 77070336 _
432 77070336 _
433 115605504 _
434 77070336 _
435 19267584 _
436 115605504 _
437 115605504 _
438 77070336 _
439 77070336 _
440 134873088 _
441 77070336 _
442 19267584 _
443 1327104 /predictor/d2/28/c0/W
444 768 /predictor/d3/15/bn1/gamma
445 4992 /predictor/d3/4/bn0/beta
446 39739392 _
447 768 /predictor/d3/15/bn1/beta
448 768 /predictor/d2/28/bn1/gamma
449 4816896 _
450 1204224 _
451 958464 /predictor/d3/4/c0/W
452 768 /predictor/d2/28/bn1/beta
453 154140672 _
454 331776 /predictor/d3/15/c1/W
455 768 /predictor/d3/4/bn1/gamma
456 154140672 _
457 331776 /predictor/d2/28/c1/W
458 39739392 _
459 768 /predictor/d3/4/bn1/beta
460 7296 /predictor/d3/16/bn0/gamma
461 331776 /predictor/d3/4/c1/W
462 39739392 _
463 7104 /predictor/d2/29/bn0/gamma
464 4816896 _
465 7296 /predictor/d3/16/bn0/beta
466 7104 /predictor/d2/29/bn0/beta
467 38535168 _
468 5184 /predictor/d3/5/bn0/gamma
469 1400832 /predictor/d3/16/c0/W
470 1363968 /predictor/d2/29/c0/W
471 4816896 _
472 5184 /predictor/d3/5/bn0/beta
473 40943616 _
474 38535168 _
475 768 /predictor/d3/16/bn1/gamma
476 768 /predictor/d2/29/bn1/gamma
477 77070336 _
478 995328 /predictor/d3/5/c0/W
479 4816896 _
480 1204224 _
481 768 /predictor/d3/16/bn1/beta
482 768 /predictor/d2/29/bn1/beta
483 768 /predictor/d3/5/bn1/gamma
484 331776 /predictor/d2/29/c1/W
485 331776 /predictor/d3/16/c1/W
486 77070336 _
487 768 /predictor/d3/5/bn1/beta
488 40943616 _
489 57802752 _
490 331776 /predictor/d3/5/c1/W
491 77070336 _
492 7296 /predictor/d2/30/bn0/gamma
493 19267584 _
494 40943616 _
495 7488 /predictor/d3/17/bn0/gamma
496 4816896 _
497 7296 /predictor/d2/30/bn0/beta
498 7488 /predictor/d3/17/bn0/beta
499 5376 /predictor/d3/6/bn0/gamma
500 1400832 /predictor/d2/30/c0/W
501 57802752 _
502 57802752 _
503 15654912 _
504 1204224 _
505 4816896 _
506 27697152 _
507 57802752 _
508 9031680 _
509 19267584 _
510 1204224 _
511 301056 _
512 27697152 _
513 4816896 _
514 4816896 _
515 16859136 _
516 19267584 _
517 9031680 _
518 4816896 _
519 1204224 _
520 62619648 _
521 4816896 _
522 19267584 _
523 4816896 _
524 9031680 _
525 28901376 _
526 1204224 _
527 4816896 _
528 16859136 _
529 1204224 _
530 62619648 _
531 16859136 _
532 1204224 _
533 4816896 _
534 28901376 _
535 62619648 _
536 9332736 _
537 19267584 _
538 1204224 _
539 301056 _
540 28901376 _
541 4816896 _
542 4816896 _
543 18063360 _
544 19267584 _
545 9332736 _
546 4816896 _
547 1204224 _
548 67436544 _
549 4816896 _
550 19267584 _
551 4816896 _
552 9332736 _
553 1204224 _
554 4816896 _
555 18063360 _
556 1204224 _
557 4992 /predictor/d2/18/bn0/gamma
558 2496 /predictor/d2/5/bn0/beta
559 11741184 _
560 1204224 _
561 4992 /predictor/d2/18/bn0/beta
562 331776 /predictor/d1/6/c1/W
563 479232 /predictor/d2/5/c0/W
564 4816896 _
565 958464 /predictor/d2/18/c0/W
566 51781632 _
567 768 /predictor/d2/5/bn1/gamma
568 1204224 _
569 4816896 _
570 768 /predictor/d2/18/bn1/gamma
571 2112 /predictor/d1/7/bn0/gamma
572 1204224 _
573 768 /predictor/d2/5/bn1/beta
574 12042240 _
575 768 /predictor/d2/18/bn1/beta
576 2112 /predictor/d1/7/bn0/beta
577 1204224 _
578 301056 _
579 331776 /predictor/d2/5/c1/W
580 51781632 _
581 331776 /predictor/d2/18/c1/W
582 405504 /predictor/d1/7/c0/W
583 4032 /predictor/d2/13/bn0/beta
584 12042240 _
585 51781632 _
586 768 /predictor/d1/7/bn1/gamma
587 4816896 _
588 5184 /predictor/d2/19/bn0/gamma
589 2688 /predictor/d2/6/bn0/gamma
590 768 /predictor/d1/7/bn1/beta
591 5184 /predictor/d2/19/bn0/beta
592 2688 /predictor/d2/6/bn0/beta
593 12042240 _
594 1204224 _
595 995328 /predictor/d2/19/c0/W
596 331776 /predictor/d1/7/c1/W
597 4816896 _
598 516096 /predictor/d2/6/c0/W
599 774144 /predictor/d2/13/c0/W
600 52985856 _
601 768 /predictor/d2/19/bn1/gamma
602 1204224 _
603 4816896 _
604 768 /predictor/d2/6/bn1/gamma
605 1204224 _
606 768 /predictor/d2/19/bn1/beta
607 2304 /predictor/d1/8/bn0/gamma
608 12343296 _
609 768 /predictor/d2/6/bn1/beta
610 1204224 _
611 2304 /predictor/d1/8/bn0/beta
612 301056 _
613 52985856 _
614 331776 /predictor/d2/19/c1/W
615 331776 /predictor/d2/6/c1/W
616 442368 /predictor/d1/8/c0/W
617 52985856 _
618 26492928 _
619 12343296 _
620 5376 /predictor/d2/20/bn0/gamma
621 4224 /predictor/d2/14/bn0/beta
622 5376 /predictor/d3/6/bn0/beta
623 1437696 /predictor/d3/17/c0/W
624 768 /predictor/d2/30/bn1/gamma
625 1032192 /predictor/d3/6/c0/W
626 768 /predictor/d3/17/bn1/gamma
627 768 /predictor/d2/30/bn1/beta
628 768 /predictor/d3/17/bn1/beta
629 768 /predictor/d3/6/bn1/gamma
630 331776 /predictor/d2/30/c1/W
631 768 /predictor/d3/6/bn1/beta
632 331776 /predictor/d3/17/c1/W
633 331776 /predictor/d3/6/c1/W
634 7488 /predictor/d2/31/bn0/gamma
635 7488 /predictor/d2/31/bn0/beta
636 7680 /predictor/d3/18/bn0/gamma
637 5568 /predictor/d3/7/bn0/gamma
638 7680 /predictor/d3/18/bn0/beta
639 1437696 /predictor/d2/31/c0/W
640 5568 /predictor/d3/7/bn0/beta
641 768 /predictor/d2/31/bn1/gamma
642 1474560 /predictor/d3/18/c0/W
643 1069056 /predictor/d3/7/c0/W
644 768 /predictor/d2/31/bn1/beta
645 768 /predictor/d3/18/bn1/gamma
646 331776 /predictor/d2/31/c1/W
647 768 /predictor/d3/7/bn1/gamma
648 768 /predictor/d3/18/bn1/beta
649 768 /predictor/d3/7/bn1/beta
650 331776 /predictor/d3/18/c1/W
651 7680 /predictor/d2/32/bn0/gamma
652 331776 /predictor/d3/7/c1/W
653 7680 /predictor/d2/32/bn0/beta
654 7872 /predictor/d3/19/bn0/gamma
655 1474560 /predictor/d2/32/c0/W
656 5760 /predictor/d3/8/bn0/gamma
657 134873088 _
658 134873088 _
659 77070336 _
660 77070336 _
661 154140672 _
662 77070336 _
663 19267584 _
664 154140672 _
665 4224 /predictor/d2/14/bn0/gamma
666 154140672 _
667 77070336 _
668 19267584 _
669 19267584 _
670 19267584 _
671 19267584 _
672 4816896 _
673 42147840 _
674 4816896 _
675 1204224 _
676 42147840 _
677 42147840 _
678 4816896 _
679 4816896 _
680 43352064 _
681 4816896 _
682 1204224 _
683 43352064 _
684 43352064 _
685 4816896 _
686 30105600 _
687 5376 /predictor/d2/20/bn0/beta
688 67436544 _
689 1152 /predictor/d0/4/bn0/gamma
690 6623232 _
691 18063360 _
692 4816896 _
693 1152 /predictor/d0/4/bn0/beta
694 1032192 /predictor/d2/20/c0/W
695 30105600 _
696 67436544 _
697 6623232 _
698 19267584 _
699 768 /predictor/d2/20/bn1/gamma
700 221184 /predictor/d0/4/c0/W
701 30105600 _
702 4816896 _
703 768 /predictor/d2/20/bn1/beta
704 4816896 _
705 6623232 _
706 1204224 _
707 768 /predictor/d0/4/bn1/gamma
708 19267584 _
709 19267584 _
710 331776 /predictor/d2/20/c1/W
711 4816896 _
712 768 /predictor/d0/4/bn1/beta
713 1204224 _
714 72253440 _
715 4816896 _
716 19267584 _
717 4816896 _
718 1204224 _
719 31309824 _
720 331776 /predictor/d0/4/c1/W
721 5568 /predictor/d2/21/bn0/gamma
722 19267584 _
723 4816896 _
724 6924288 _
725 1204224 _
726 5568 /predictor/d2/21/bn0/beta
727 72253440 _
728 1204224 _
729 301056 _
730 1344 /predictor/d0/5/bn0/gamma
731 19267584 _
732 1069056 /predictor/d2/21/c0/W
733 4816896 _
734 31309824 _
735 1344 /predictor/d0/5/bn0/beta
736 72253440 _
737 19267584 _
738 768 /predictor/d2/21/bn1/gamma
739 6924288 _
740 768 /predictor/d2/21/bn1/beta
741 31309824 _
742 4816896 _
743 258048 /predictor/d0/5/c0/W
744 4816896 _
745 19267584 _
746 6924288 _
747 331776 /predictor/d2/21/c1/W
748 1204224 _
749 20471808 _
750 768 /predictor/d0/5/bn1/gamma
751 4816896 _
752 77070336 _
753 1204224 _
754 768 /predictor/d0/5/bn1/beta
755 4816896 _
756 77070336 _
757 19267584 _
758 4816896 _
759 5760 /predictor/d2/22/bn0/gamma
760 1204224 _
761 331776 /predictor/d0/5/c1/W
762 768 /predictor/d1/8/bn1/gamma
763 2880 /predictor/d2/7/bn0/gamma
764 12343296 _
765 768 /predictor/d1/8/bn1/beta
766 1204224 _
767 2880 /predictor/d2/7/bn0/beta
768 331776 /predictor/d1/8/c1/W
769 552960 /predictor/d2/7/c0/W
770 1204224 _
771 768 /predictor/d2/7/bn1/gamma
772 12644352 _
773 2496 /predictor/d1/9/bn0/gamma
774 1204224 _
775 768 /predictor/d2/7/bn1/beta
776 301056 _
777 2496 /predictor/d1/9/bn0/beta
778 331776 /predictor/d2/7/c1/W
779 479232 /predictor/d1/9/c0/W
780 12644352 _
781 768 /predictor/d1/9/bn1/gamma
782 3072 /predictor/d2/8/bn0/gamma
783 12644352 _
784 1204224 _
785 768 /predictor/d1/9/bn1/beta
786 3072 /predictor/d2/8/bn0/beta
787 331776 /predictor/d1/9/c1/W
788 589824 /predictor/d2/8/c0/W
789 1204224 _
790 12945408 _
791 768 /predictor/d2/8/bn1/gamma
792 1204224 _
793 2688 /predictor/d1/10/bn0/gamma
794 301056 _
795 768 /predictor/d2/8/bn1/beta
796 2688 /predictor/d1/10/bn0/beta
797 331776 /predictor/d2/8/c1/W
798 12945408 _
799 7872 /predictor/d3/19/bn0/beta
800 768 /predictor/d2/32/bn1/gamma
801 5760 /predictor/d3/8/bn0/beta
802 768 /predictor/d2/32/bn1/beta
803 1511424 /predictor/d3/19/c0/W
804 1204224 _
805 1105920 /predictor/d3/8/c0/W
806 9633792 _
807 331776 /predictor/d2/32/c1/W
808 768 /predictor/d3/19/bn1/gamma
809 1204224 _
810 301056 _
811 768 /predictor/d3/8/bn1/gamma
812 768 /predictor/d3/19/bn1/beta
813 768 /predictor/d3/8/bn1/beta
814 7872 /predictor/d2/33/bn0/gamma
815 9633792 _
816 331776 /predictor/d3/19/c1/W
817 7872 /predictor/d2/33/bn0/beta
818 331776 /predictor/d3/8/c1/W
819 1511424 /predictor/d2/33/c0/W
820 9633792 _
821 1204224 _
822 38535168 _
823 8064 /predictor/d3/20/bn0/gamma
824 768 /predictor/d2/33/bn1/gamma
825 5952 /predictor/d3/9/bn0/gamma
826 8064 /predictor/d3/20/bn0/beta
827 768 /predictor/d2/33/bn1/beta
828 5952 /predictor/d3/9/bn0/beta
829 1204224 _
830 1548288 /predictor/d3/20/c0/W
831 331776 /predictor/d2/33/c1/W
832 9934848 _
833 1142784 /predictor/d3/9/c0/W
834 1204224 _
835 301056 _
836 768 /predictor/d3/20/bn1/gamma
837 768 /predictor/d3/9/bn1/gamma
838 8064 /predictor/d2/34/bn0/gamma
839 768 /predictor/d3/20/bn1/beta
840 768 /predictor/d3/9/bn1/beta
841 8064 /predictor/d2/34/bn0/beta
842 9934848 _
843 331776 /predictor/d3/20/c1/W
844 56448 /predictor/c0/W
845 1548288 /predictor/d2/34/c0/W
846 331776 /predictor/d3/9/c1/W
847 9934848 _
848 1204224 _
849 19267584 _
850 24084480 _
851 19267584 _
852 4816896 _
853 24084480 _
854 24084480 _
855 19267584 _
856 19267584 _
857 28901376 _
858 19267584 _
859 4816896 _
860 28901376 _
861 331776 /predictor/d2/13/c1/W
862 384 /predictor/bn0/gamma
863 384 /predictor/bn0/beta
864 1536 /predictor/t0/bn0/gamma
865 1536 /predictor/t0/bn0/beta
866 294912 /predictor/t0/c0/W
867 768 /predictor/d1/0/bn0/gamma
868 768 /predictor/d1/0/bn0/beta
869 147456 /predictor/d1/0/c0/W
870 768 /predictor/d1/0/bn1/gamma
871 768 /predictor/d1/0/bn1/beta
872 331776 /predictor/d1/0/c1/W
873 960 /predictor/d1/1/bn0/gamma
874 20471808 _
875 7225344 _
876 1204224 _
877 301056 _
878 20471808 _
879 1204224 _
880 4816896 _
881 10235904 _
882 1204224 _
883 7225344 _
884 301056 _
885 4816896 _
886 7225344 _
887 21676032 _
888 1204224 _
889 10235904 _
890 4816896 _
891 1204224 _
892 10235904 _
893 1204224 _
894 1204224 _
895 21676032 _
896 7526400 _
897 1204224 _
898 301056 _
899 21676032 _
900 4816896 _
901 1204224 _
902 10536960 _
903 1204224 _
904 7526400 _
905 301056 _
906 4816896 _
907 7526400 _
908 22880256 _
909 1204224 _
910 10536960 _
911 4816896 _
912 1204224 _
913 10536960 _
914 5760 /predictor/d2/22/bn0/beta
915 516096 /predictor/d1/10/c0/W
916 1105920 /predictor/d2/22/c0/W
917 768 /predictor/d1/10/bn1/gamma
918 12945408 _
919 1204224 _
920 3264 /predictor/d2/9/bn0/gamma
921 77070336 _
922 38535168 _
923 768 /predictor/d1/10/bn1/beta
924 768 /predictor/d2/22/bn1/gamma
925 3264 /predictor/d2/9/bn0/beta
926 768 /predictor/d2/22/bn1/beta
927 9633792 _
928 331776 /predictor/d1/10/c1/W
929 1204224 _
930 626688 /predictor/d2/9/c0/W
931 331776 /predictor/d2/22/c1/W
932 13246464 _
933 9633792 _
934 1204224 _
935 768 /predictor/d2/9/bn1/gamma
936 301056 _
937 2880 /predictor/d1/11/bn0/gamma
938 768 /predictor/d2/9/bn1/beta
939 5952 /predictor/d2/23/bn0/gamma
940 2880 /predictor/d1/11/bn0/beta
941 9633792 _
942 4816896 _
943 5952 /predictor/d2/23/bn0/beta
944 13246464 _
945 331776 /predictor/d2/9/c1/W
946 552960 /predictor/d1/11/c0/W
947 1142784 /predictor/d2/23/c0/W
948 13246464 _
949 1204224 _
950 4816896 _
951 768 /predictor/d1/11/bn1/gamma
952 768 /predictor/d2/23/bn1/gamma
953 3456 /predictor/d2/10/bn0/gamma
954 10838016 _
955 768 /predictor/d1/11/bn1/beta
956 768 /predictor/d2/23/bn1/beta
957 3456 /predictor/d2/10/bn0/beta
958 4816896 _
959 1204224 _
960 1204224 _
961 331776 /predictor/d2/23/c1/W
962 331776 /predictor/d1/11/c1/W
963 663552 /predictor/d2/10/c0/W
964 13547520 _
965 1204224 _
966 301056 _
967 10838016 _
968 768 /predictor/d2/10/bn1/gamma
969 6144 /predictor/d2/24/bn0/gamma
970 3072 /predictor/t1/bn0/gamma
971 768 /predictor/d2/10/bn1/beta
972 6144 /predictor/d2/24/bn0/beta
973 3072 /predictor/t1/bn0/beta
974 768 /predictor/d2/34/bn1/gamma
975 4816896 _
976 1204224 _
977 32514048 _
978 768 /predictor/d2/34/bn1/beta
979 331776 /predictor/d2/34/c1/W
980 32514048 _
981 32514048 _
982 8256 /predictor/d2/35/bn0/gamma
983 4816896 _
984 8256 /predictor/d2/35/bn0/beta
985 1585152 /predictor/d2/35/c0/W
986 4816896 _
987 33718272 _
988 768 /predictor/d2/35/bn1/gamma
989 4816896 _
990 1204224 _
991 768 /predictor/d2/35/bn1/beta
992 331776 /predictor/d2/35/c1/W
993 33718272 _
994 8448 /predictor/t2/bn0/gamma
