266 268
80 64 /predictor/inc4a/proj5/b
81 200704 _
82 4096 /predictor/loss1_fc1/b
83 200704 _
84 1179648 /predictor/inc4c/conv3/W
85 76800 /predictor/inc4a/conv5/W
86 802816 _
87 4096000 /predictor/loss1_fc2/W
88 1024 /predictor/inc4c/conv3/b
89 192 /predictor/inc4a/conv5/b
90 5218304 _
91 4000 /predictor/loss1_fc2/b
92 2408448 _
93 49152 /predictor/inc4c/proj5/W
94 122880 /predictor/inc4a/projp/W
95 802816 _
96 270336 /predictor/loss2_conv/W
97 96 /predictor/inc4c/proj5/b
98 256 /predictor/inc4a/projp/b
99 5218304 _
100 512 /predictor/loss2_conv/b
101 1277952 /predictor/inc5b/conv1/W
102 1536 /predictor/inc5b/conv1/b
103 638976 /predictor/inc5b/proj3/W
104 768 /predictor/inc5b/proj3/b
105 2654208 /predictor/inc5b/conv3/W
106 1536 /predictor/inc5b/conv3/b
107 159744 /predictor/inc5b/proj5/W
108 192 /predictor/inc5b/proj5/b
109 614400 /predictor/inc5b/conv5/W
110 512 /predictor/inc5b/conv5/b
111 37632 /predictor/conv1/W
112 12845056 _
113 532480 /predictor/inc5a/proj3/W
114 65536 /predictor/inc4d/proj5/W
115 1605632 _
116 3211264 _
117 884736 /predictor/inc3b/conv3/W
118 640 /predictor/inc5a/proj3/b
119 128 /predictor/inc4d/proj5/b
120 768 /predictor/inc3b/conv3/b
121 19267584 _
122 1843200 /predictor/inc5a/conv3/W
123 204800 /predictor/inc4d/conv5/W
124 3211264 _
125 32768 /predictor/inc3b/proj5/W
126 1280 /predictor/inc5a/conv3/b
127 256 /predictor/inc4d/conv5/b
128 4816896 _
129 128 /predictor/inc3b/proj5/b
130 25690112 _
131 25690112 _
132 106496 /predictor/inc5a/proj5/W
133 131072 /predictor/inc4d/projp/W
134 12845056 _
135 307200 /predictor/inc3b/conv5/W
136 19267584 _
137 128 /predictor/inc5a/proj5/b
138 256 /predictor/inc4d/projp/b
139 384 /predictor/inc3b/conv5/b
140 3211264 _
141 409600 /predictor/inc5a/conv5/W
142 540672 /predictor/inc4e/conv1/W
143 65536 /predictor/inc3b/projp/W
144 3211264 _
145 512 /predictor/inc5a/conv5/b
146 9633792 _
147 1024 /predictor/inc4e/conv1/b
148 256 /predictor/inc3b/projp/b
149 25690112 _
150 425984 /predictor/inc5a/projp/W
151 337920 /predictor/inc4e/proj3/W
152 12042240 _
153 368640 /predictor/inc4a/conv1/W
154 512 /predictor/inc5a/projp/b
155 6422528 _
156 640 /predictor/inc4e/proj3/b
157 768 /predictor/inc4a/conv1/b
158 48168960 _
159 4014080 _
160 6422528 _
161 602112 _
162 12845056 _
163 1605632 _
164 3612672 _
165 8388608 /predictor/loss2_fc1/W
166 7225344 _
167 51200 /predictor/inc3a/conv5/W
168 4096 /predictor/loss2_fc1/b
169 12845056 _
170 802816 _
171 1605632 _
172 4096000 /predictor/loss2_fc2/W
173 3211264 _
174 64 /predictor/inc3a/proj5/b
175 802816 _
176 1605632 _
177 12845056 _
178 4000 /predictor/loss2_fc2/b
179 256 /predictor/conv1/b
180 12845056 _
181 16384 /predictor/conv2_reduce/W
182 12845056 _
183 3211264 _
184 102760448 _
185 6422528 _
186 256 /predictor/conv2_reduce/b
187 1605632 _
188 442368 /predictor/conv2/W
189 3612672 _
190 13246464 _
191 602112 _
192 5218304 _
193 768 /predictor/conv2/b
194 13246464 _
195 602112 _
196 4014080 _
197 1605632 _
198 8028160 _
199 49152 /predictor/inc3a/conv1/W
200 12845056 _
201 802816 _
202 2809856 _
203 1605632 _
204 256 /predictor/inc3a/conv1/b
205 802816 _
206 3211264 _
207 12845056 _
208 5218304 _
209 1204224 _
210 153600 /predictor/inc4c/conv5/W
211 48168960 _
212 327680 /predictor/inc4b/conv1/W
213 2408448 _
214 2408448 _
215 256 /predictor/inc4c/conv5/b
216 640 /predictor/inc4b/conv1/b
217 2408448 _
218 301056 _
219 5218304 _
220 131072 /predictor/inc4c/projp/W
221 229376 /predictor/inc4b/proj3/W
222 301056 _
223 802816 _
224 2809856 _
225 256 /predictor/inc4c/projp/b
226 401408 _
227 448 /predictor/inc4b/proj3/b
228 3211264 _
229 401408 _
230 5218304 _
231 1204224 _
232 229376 /predictor/inc4d/conv1/W
233 903168 /predictor/inc4b/conv3/W
234 19267584 0
235 802816 _
236 12042240 _
237 448 /predictor/inc4d/conv1/b
238 896 /predictor/inc4b/conv3/b
239 6422528 _
240 128 1
241 4014080 _
242 1605632 _
243 131072 _
244 6422528 _
245 128 2
246 294912 /predictor/inc4d/proj3/W
247 49152 /predictor/inc4b/proj5/W
248 12845056 _
249 131072 _
250 576 /predictor/inc4d/proj3/b
251 96 /predictor/inc4b/proj5/b
252 128 /predictor/inc3a/conv5/b
253 128 3
254 12845056 _
255 102760448 _
256 2809856 _
257 5619712 _
258 1492992 /predictor/inc4d/conv3/W
259 153600 /predictor/inc4b/conv5/W
260 128000 _
261 1152 /predictor/inc4d/conv3/b
262 256 /predictor/inc4b/conv5/b
263 1048576 _
264 602112 _
265 262144 _
forward
1 1
194 _
9
AveragePooling2D
{"kh": 5, "kw": 5, "sy": 3, "sx": 3, "ph": 0, "pw": 0, "cover_all": false, "return_indices": false, "_used_cudnn": true, "_input_indexes_to_retain": [0], "_output_indexes_to_retain": [0], "_output_count": 1, "rank": 41, "lazy_grad_sum": false}
forward
1 1
10 _
12
LocalResponseNormalization
{"n": 5, "k": 1, "alpha": 2e-05, "beta": 0.75, "indexes": null, "unit_scale": null, "_input_indexes_to_retain": [0], "_output_indexes_to_retain": [0], "_output_count": 1, "rank": 8, "lazy_grad_sum": false}
forward
3 1
3 _
87 _
91 _
6
LinearFunction
{"_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_config_use_ideep": "never", "_output_count": 1, "rank": 32, "lazy_grad_sum": false}
forward
1 1
8 _
10
ReLU
{"_input_indexes_to_retain": null, "_output_indexes_to_retain": [0], "_output_count": 1, "rank": 7, "lazy_grad_sum": false}
forward
3 1
9 _
96 _
100 _
11
Convolution2DFunction
{"sy": 1, "sx": 1, "ph": 0, "pw": 0, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 42, "lazy_grad_sum": false}
forward
3 1
15 _
27 _
29 _
22
Convolution2DFunction
{"sy": 1, "sx": 1, "ph": 0, "pw": 0, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 10, "lazy_grad_sum": false}
forward
1 1
11 _
13
ReLU
{"_input_indexes_to_retain": null, "_output_indexes_to_retain": [0], "_output_count": 1, "rank": 43, "lazy_grad_sum": false}
forward
1 1
12 _
15
MaxPooling2D
{"kh": 3, "kw": 3, "sy": 2, "sx": 2, "ph": 0, "pw": 0, "cover_all": true, "return_indices": false, "_used_cudnn": true, "_input_indexes_to_retain": [0], "_output_indexes_to_retain": [0], "_output_count": 1, "rank": 9, "lazy_grad_sum": false}
forward
3 1
14 _
165 _
168 _
18
LinearFunction
{"_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_config_use_ideep": "never", "_output_count": 1, "rank": 45, "lazy_grad_sum": false}
forward
3 1
15 _
199 _
204 _
16
Convolution2DFunction
{"sy": 1, "sx": 1, "ph": 0, "pw": 0, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 10, "lazy_grad_sum": false}
forward
1 1
13 _
14
Reshape
{"shape": [32, -1], "_cnt": 1, "_input_indexes_to_retain": null, "_output_indexes_to_retain": null, "_output_count": 1, "rank": 44, "lazy_grad_sum": false}
forward
1 1
18 _
17
ReLU
{"_input_indexes_to_retain": null, "_output_indexes_to_retain": [0], "_output_count": 1, "rank": 46, "lazy_grad_sum": false}
forward
3 1
131 _
42 _
44 _
19
Convolution2DFunction
{"sy": 1, "sx": 1, "ph": 0, "pw": 0, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 15, "lazy_grad_sum": false}
forward
3 1
134 _
117 _
120 _
136
Convolution2DFunction
{"sy": 1, "sx": 1, "ph": 1, "pw": 1, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 17, "lazy_grad_sum": false}
forward
3 1
17 _
172 _
178 _
20
LinearFunction
{"_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_config_use_ideep": "never", "_output_count": 1, "rank": 47, "lazy_grad_sum": false}
forward
1 1
22 _
23
ReLU
{"_input_indexes_to_retain": null, "_output_indexes_to_retain": [0], "_output_count": 1, "rank": 11, "lazy_grad_sum": false}
forward
3 1
23 _
31 _
33 _
24
Convolution2DFunction
{"sy": 1, "sx": 1, "ph": 1, "pw": 1, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 12, "lazy_grad_sum": false}
forward
1 1
26 _
115
ReLU
{"_input_indexes_to_retain": null, "_output_indexes_to_retain": [0], "_output_count": 1, "rank": 11, "lazy_grad_sum": false}
forward
1 1
211 _
152
MaxPooling2D
{"kh": 3, "kw": 3, "sy": 2, "sx": 2, "ph": 0, "pw": 0, "cover_all": true, "return_indices": false, "_used_cudnn": true, "_input_indexes_to_retain": [0], "_output_indexes_to_retain": [0], "_output_count": 1, "rank": 20, "lazy_grad_sum": false}
forward
3 1
15 _
35 _
174 _
26
Convolution2DFunction
{"sy": 1, "sx": 1, "ph": 0, "pw": 0, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 10, "lazy_grad_sum": false}
forward
2 1
260 _
253 _
50
SoftmaxCrossEntropy
{"normalize": true, "cache_score": true, "class_weight": null, "ignore_label": -1, "reduce": "mean", "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 61, "lazy_grad_sum": false}
forward
3 1
131 _
46 _
48 _
112
Convolution2DFunction
{"sy": 1, "sx": 1, "ph": 0, "pw": 0, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 15, "lazy_grad_sum": false}
forward
3 1
115 _
167 _
252 _
116
Convolution2DFunction
{"sy": 1, "sx": 1, "ph": 2, "pw": 2, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 12, "lazy_grad_sum": false}
forward
2 1
21 _
25 _
57
Add
{"_input_indexes_to_retain": null, "_output_indexes_to_retain": null, "_output_count": 1, "rank": 49, "lazy_grad_sum": false}
forward
1 1
41 _
2
LocalResponseNormalization
{"n": 5, "k": 1, "alpha": 2e-05, "beta": 0.75, "indexes": null, "unit_scale": null, "_input_indexes_to_retain": [0], "_output_indexes_to_retain": [0], "_output_count": 1, "rank": 3, "lazy_grad_sum": false}
forward
3 1
2 _
181 _
186 _
4
Convolution2DFunction
{"sy": 1, "sx": 1, "ph": 0, "pw": 0, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 4, "lazy_grad_sum": false}
forward
4 1
160 _
198 _
206 _
58 _
62
Concat
{"axis": 1, "_input_indexes_to_retain": null, "_output_indexes_to_retain": null, "_output_count": 1, "rank": 44, "lazy_grad_sum": false}
forward
2 1
57 _
50 _
61
Add
{"_input_indexes_to_retain": null, "_output_indexes_to_retain": null, "_output_count": 1, "rank": 62, "lazy_grad_sum": false}
forward
1 1
62 _
66
ReLU
{"_input_indexes_to_retain": null, "_output_indexes_to_retain": [0], "_output_count": 1, "rank": 45, "lazy_grad_sum": false}
forward
1 1
67 _
209
ReLU
{"_input_indexes_to_retain": null, "_output_indexes_to_retain": [0], "_output_count": 1, "rank": 53, "lazy_grad_sum": false}
forward
3 1
192 _
113 _
118 _
71
Convolution2DFunction
{"sy": 1, "sx": 1, "ph": 0, "pw": 0, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 47, "lazy_grad_sum": false}
forward
1 1
71 _
74
ReLU
{"_input_indexes_to_retain": null, "_output_indexes_to_retain": [0], "_output_count": 1, "rank": 48, "lazy_grad_sum": false}
forward
3 1
74 _
122 _
126 _
75
Convolution2DFunction
{"sy": 1, "sx": 1, "ph": 1, "pw": 1, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 49, "lazy_grad_sum": false}
forward
1 1
81 _
83
ReLU
{"_input_indexes_to_retain": null, "_output_indexes_to_retain": [0], "_output_count": 1, "rank": 48, "lazy_grad_sum": false}
forward
3 1
192 _
132 _
137 _
81
Convolution2DFunction
{"sy": 1, "sx": 1, "ph": 0, "pw": 0, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 47, "lazy_grad_sum": false}
forward
1 1
72 _
243
Dropout
{"dropout_ratio": 0.4, "_input_indexes_to_retain": null, "_output_indexes_to_retain": null, "_output_count": 1, "rank": 58, "lazy_grad_sum": false}
forward
3 1
83 _
141 _
145 _
86
Convolution2DFunction
{"sy": 1, "sx": 1, "ph": 2, "pw": 2, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 49, "lazy_grad_sum": false}
forward
3 1
209 _
105 _
106 _
214
Convolution2DFunction
{"sy": 1, "sx": 1, "ph": 1, "pw": 1, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 54, "lazy_grad_sum": false}
forward
3 1
90 _
150 _
154 _
95
Convolution2DFunction
{"sy": 1, "sx": 1, "ph": 0, "pw": 0, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 48, "lazy_grad_sum": false}
forward
1 1
192 _
90
MaxPooling2D
{"kh": 3, "kw": 3, "sy": 1, "sx": 1, "ph": 1, "pw": 1, "cover_all": true, "return_indices": false, "_used_cudnn": true, "_input_indexes_to_retain": [0], "_output_indexes_to_retain": [0], "_output_count": 1, "rank": 47, "lazy_grad_sum": false}
forward
4 1
53 _
75 _
86 _
95 _
99
Concat
{"axis": 1, "_input_indexes_to_retain": null, "_output_indexes_to_retain": null, "_output_count": 1, "rank": 50, "lazy_grad_sum": false}
forward
1 1
99 _
208
ReLU
{"_input_indexes_to_retain": null, "_output_indexes_to_retain": [0], "_output_count": 1, "rank": 51, "lazy_grad_sum": false}
forward
3 1
208 _
107 _
108 _
218
Convolution2DFunction
{"sy": 1, "sx": 1, "ph": 0, "pw": 0, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 52, "lazy_grad_sum": false}
forward
1 1
243 _
249
Reshape
{"shape": [32, -1], "_cnt": 1, "_input_indexes_to_retain": null, "_output_indexes_to_retain": null, "_output_count": 1, "rank": 59, "lazy_grad_sum": false}
forward
3 1
121 _
37 _
39 _
124
Convolution2DFunction
{"sy": 1, "sx": 1, "ph": 0, "pw": 0, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 11, "lazy_grad_sum": false}
forward
1 1
15 _
121
MaxPooling2D
{"kh": 3, "kw": 3, "sy": 1, "sx": 1, "ph": 1, "pw": 1, "cover_all": true, "return_indices": false, "_used_cudnn": true, "_input_indexes_to_retain": [0], "_output_indexes_to_retain": [0], "_output_count": 1, "rank": 10, "lazy_grad_sum": false}
forward
4 1
16 _
24 _
116 _
124 _
130
Concat
{"axis": 1, "_input_indexes_to_retain": null, "_output_indexes_to_retain": null, "_output_count": 1, "rank": 13, "lazy_grad_sum": false}
forward
1 1
112 _
134
ReLU
{"_input_indexes_to_retain": null, "_output_indexes_to_retain": [0], "_output_count": 1, "rank": 16, "lazy_grad_sum": false}
forward
1 1
130 _
131
ReLU
{"_input_indexes_to_retain": null, "_output_indexes_to_retain": [0], "_output_count": 1, "rank": 14, "lazy_grad_sum": false}
forward
1 1
140 _
144
ReLU
{"_input_indexes_to_retain": null, "_output_indexes_to_retain": [0], "_output_count": 1, "rank": 16, "lazy_grad_sum": false}
forward
3 1
131 _
125 _
129 _
140
Convolution2DFunction
{"sy": 1, "sx": 1, "ph": 0, "pw": 0, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 15, "lazy_grad_sum": false}
forward
3 1
152 _
153 _
157 _
128
Convolution2DFunction
{"sy": 1, "sx": 1, "ph": 0, "pw": 0, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 21, "lazy_grad_sum": false}
forward
3 1
254 _
212 _
216 _
241
Convolution2DFunction
{"sy": 1, "sx": 1, "ph": 0, "pw": 0, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 26, "lazy_grad_sum": false}
forward
3 1
152 _
54 _
59 _
213
Convolution2DFunction
{"sy": 1, "sx": 1, "ph": 0, "pw": 0, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 21, "lazy_grad_sum": false}
forward
3 1
144 _
135 _
139 _
146
Convolution2DFunction
{"sy": 1, "sx": 1, "ph": 2, "pw": 2, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 17, "lazy_grad_sum": false}
forward
3 1
149 _
143 _
148 _
155
Convolution2DFunction
{"sy": 1, "sx": 1, "ph": 0, "pw": 0, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 16, "lazy_grad_sum": false}
forward
3 1
194 _
142 _
147 _
160
Convolution2DFunction
{"sy": 1, "sx": 1, "ph": 0, "pw": 0, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 41, "lazy_grad_sum": false}
forward
1 1
131 _
149
MaxPooling2D
{"kh": 3, "kw": 3, "sy": 1, "sx": 1, "ph": 1, "pw": 1, "cover_all": true, "return_indices": false, "_used_cudnn": true, "_input_indexes_to_retain": [0], "_output_indexes_to_retain": [0], "_output_count": 1, "rank": 15, "lazy_grad_sum": false}
forward
4 1
19 _
136 _
146 _
155 _
158
Concat
{"axis": 1, "_input_indexes_to_retain": null, "_output_indexes_to_retain": null, "_output_count": 1, "rank": 18, "lazy_grad_sum": false}
forward
3 1
254 _
221 _
227 _
224
Convolution2DFunction
{"sy": 1, "sx": 1, "ph": 0, "pw": 0, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 26, "lazy_grad_sum": false}
forward
3 1
180 _
64 _
68 _
228
Convolution2DFunction
{"sy": 1, "sx": 1, "ph": 0, "pw": 0, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 31, "lazy_grad_sum": false}
forward
1 1
158 _
211
ReLU
{"_input_indexes_to_retain": null, "_output_indexes_to_retain": [0], "_output_count": 1, "rank": 19, "lazy_grad_sum": false}
forward
1 1
4 _
7
ReLU
{"_input_indexes_to_retain": null, "_output_indexes_to_retain": [0], "_output_count": 1, "rank": 5, "lazy_grad_sum": false}
forward
3 1
217 _
65 _
69 _
219
Convolution2DFunction
{"sy": 1, "sx": 1, "ph": 1, "pw": 1, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 23, "lazy_grad_sum": false}
forward
1 1
173 _
183
ReLU
{"_input_indexes_to_retain": null, "_output_indexes_to_retain": [0], "_output_count": 1, "rank": 32, "lazy_grad_sum": false}
forward
1 1
159 _
196
ReLU
{"_input_indexes_to_retain": null, "_output_indexes_to_retain": [0], "_output_count": 1, "rank": 42, "lazy_grad_sum": false}
forward
3 1
169 _
52 _
56 _
171
Convolution2DFunction
{"sy": 1, "sx": 1, "ph": 0, "pw": 0, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 27, "lazy_grad_sum": false}
forward
4 1
241 _
257 _
163 _
171 _
177
Concat
{"axis": 1, "_input_indexes_to_retain": null, "_output_indexes_to_retain": null, "_output_count": 1, "rank": 29, "lazy_grad_sum": false}
forward
1 1
170 _
175
ReLU
{"_input_indexes_to_retain": null, "_output_indexes_to_retain": [0], "_output_count": 1, "rank": 37, "lazy_grad_sum": false}
forward
3 1
183 _
84 _
88 _
185
Convolution2DFunction
{"sy": 1, "sx": 1, "ph": 1, "pw": 1, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 33, "lazy_grad_sum": false}
forward
3 1
175 _
123 _
127 _
176
Convolution2DFunction
{"sy": 1, "sx": 1, "ph": 2, "pw": 2, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 38, "lazy_grad_sum": false}
forward
1 1
177 _
180
ReLU
{"_input_indexes_to_retain": null, "_output_indexes_to_retain": [0], "_output_count": 1, "rank": 30, "lazy_grad_sum": false}
forward
3 1
164 _
258 _
261 _
166
Convolution2DFunction
{"sy": 1, "sx": 1, "ph": 1, "pw": 1, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 38, "lazy_grad_sum": false}
forward
3 1
182 _
133 _
138 _
187
Convolution2DFunction
{"sy": 1, "sx": 1, "ph": 0, "pw": 0, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 37, "lazy_grad_sum": false}
forward
1 1
244 _
72
AveragePooling2D
{"kh": 7, "kw": 7, "sy": 1, "sx": 1, "ph": 0, "pw": 0, "cover_all": false, "return_indices": false, "_used_cudnn": true, "_input_indexes_to_retain": [0], "_output_indexes_to_retain": [0], "_output_count": 1, "rank": 57, "lazy_grad_sum": false}
forward
1 1
162 _
182
MaxPooling2D
{"kh": 3, "kw": 3, "sy": 1, "sx": 1, "ph": 1, "pw": 1, "cover_all": true, "return_indices": false, "_used_cudnn": true, "_input_indexes_to_retain": [0], "_output_indexes_to_retain": [0], "_output_count": 1, "rank": 36, "lazy_grad_sum": false}
forward
1 1
191 _
195
ReLU
{"_input_indexes_to_retain": null, "_output_indexes_to_retain": [0], "_output_count": 1, "rank": 32, "lazy_grad_sum": false}
forward
3 1
162 _
246 _
250 _
189
Convolution2DFunction
{"sy": 1, "sx": 1, "ph": 0, "pw": 0, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 36, "lazy_grad_sum": false}
forward
4 1
202 _
166 _
176 _
187 _
190
Concat
{"axis": 1, "_input_indexes_to_retain": null, "_output_indexes_to_retain": null, "_output_count": 1, "rank": 39, "lazy_grad_sum": false}
forward
3 1
196 _
28 _
30 _
198
Convolution2DFunction
{"sy": 1, "sx": 1, "ph": 1, "pw": 1, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 43, "lazy_grad_sum": false}
forward
1 1
189 _
164
ReLU
{"_input_indexes_to_retain": null, "_output_indexes_to_retain": [0], "_output_count": 1, "rank": 37, "lazy_grad_sum": false}
forward
3 1
234 _
111 _
179 _
184
Convolution2DFunction
{"sy": 2, "sx": 2, "ph": 3, "pw": 3, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 0, "lazy_grad_sum": false}
forward
3 1
208 _
103 _
104 _
67
Convolution2DFunction
{"sy": 1, "sx": 1, "ph": 0, "pw": 0, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 52, "lazy_grad_sum": false}
forward
3 1
194 _
151 _
