340 352
71 2048 /predictor/res5/b2/bn1/gamma
72 51380224 _
73 12845056 _
74 102760448 _
75 6422528 _
76 2048 /predictor/res5/b2/bn1/beta
77 25690112 _
78 102760448 _
79 6422528 _
80 9437184 /predictor/res5/b2/conv2/W
81 51380224 _
82 51380224 _
83 25690112 _
84 2048 /predictor/res5/b2/bn2/gamma
85 25690112 _
86 25690112 _
87 12845056 _
88 25690112 _
89 2048 /predictor/res5/b2/bn2/beta
90 25690112 _
91 6422528 _
92 6422528 _
93 12845056 _
94 9437184 /predictor/res5/a/conv2/W
95 524288 /predictor/res4/a/conv1/W
96 51380224 _
97 12845056 _
98 6422528 _
99 25690112 _
100 2048 /predictor/res5/a/bn2/gamma
101 25690112 _
102 1024 /predictor/res4/a/bn1/gamma
103 2048 /predictor/res5/a/bn2/beta
104 19267584 0
105 1024 /predictor/res4/a/bn1/beta
106 51380224 _
107 6422528 _
108 51380224 _
109 25690112 _
110 4194304 /predictor/res5/a/conv3/W
111 2359296 /predictor/res4/a/conv2/W
112 12845056 _
113 128 1
114 51380224 _
115 8192 /predictor/res5/a/bn3/gamma
116 1024 /predictor/res4/a/bn2/gamma
117 6422528 _
118 8192 /predictor/res5/a/bn3/beta
119 1024 /predictor/res4/a/bn2/beta
120 6422528 _
121 6422528 _
122 6422528 _
123 102760448 _
124 8388608 /predictor/res5/a/conv4/W
125 1048576 /predictor/res4/a/conv3/W
126 6422528 _
127 6422528 _
128 102760448 _
129 8192 /predictor/res5/a/bn4/gamma
130 4096 /predictor/res4/a/bn3/gamma
131 8192 /predictor/res5/a/bn4/beta
132 6422528 _
133 4096 /predictor/res4/a/bn3/beta
134 25690112 _
135 6422528 _
136 6422528 _
137 25690112 _
138 2097152 /predictor/res4/a/conv4/W
139 4194304 /predictor/res5/b1/conv1/W
140 25690112 _
141 6422528 _
142 4096 /predictor/res4/a/bn4/gamma
143 25690112 _
144 2048 /predictor/res5/b1/bn1/gamma
145 3211264 _
146 25690112 _
147 4096 /predictor/res4/a/bn4/beta
148 25690112 _
149 2048 /predictor/res5/b1/bn1/beta
150 25690112 _
151 2359296 /predictor/res4/b2/conv2/W
152 37632 /predictor/conv1/W
153 589824 /predictor/res3/a/conv2/W
154 25690112 _
155 1024 /predictor/res4/b2/bn2/gamma
156 512 /predictor/res3/a/bn2/gamma
157 102760448 _
158 1024 /predictor/res4/b2/bn2/beta
159 25690112 _
160 512 /predictor/res3/a/bn2/beta
161 1048576 /predictor/res4/b2/conv3/W
162 262144 /predictor/res3/a/conv3/W
163 102760448 _
164 102760448 _
165 4096 /predictor/res4/b2/bn3/gamma
166 2048 /predictor/res3/a/bn3/gamma
167 25690112 _
168 4096 /predictor/res4/b2/bn3/beta
169 2048 /predictor/res3/a/bn3/beta
170 102760448 _
171 524288 /predictor/res3/a/conv4/W
172 1048576 /predictor/res4/b3/conv1/W
173 25690112 _
174 2048 /predictor/res3/a/bn4/gamma
175 1024 /predictor/res4/b3/bn1/gamma
176 2048 /predictor/res3/a/bn4/beta
177 25690112 _
178 25690112 _
179 1024 /predictor/res4/b3/bn1/beta
180 2359296 /predictor/res4/b3/conv2/W
181 262144 /predictor/res3/b1/conv1/W
182 12845056 _
183 25690112 _
184 1024 /predictor/res4/b3/bn2/gamma
185 512 /predictor/res3/b1/bn1/gamma
186 102760448 _
187 1024 /predictor/res4/b3/bn2/beta
188 25690112 _
189 512 /predictor/res3/b1/bn1/beta
190 12845056 _
191 262144 /predictor/res3/b2/conv3/W
192 12845056 _
193 12845056 _
194 2048 /predictor/res3/b2/bn3/gamma
195 2048 /predictor/res3/b2/bn3/beta
196 3211264 _
197 12845056 _
198 262144 /predictor/res3/b3/conv1/W
199 51380224 _
200 12845056 _
201 512 /predictor/res3/b3/bn1/gamma
202 512 /predictor/res3/b3/bn1/beta
203 51380224 _
204 51380224 _
205 589824 /predictor/res3/b3/conv2/W
206 12845056 _
207 51380224 _
208 512 /predictor/res3/b3/bn2/gamma
209 512 /predictor/res3/b3/bn2/beta
210 12845056 _
211 262144 /predictor/res3/b3/conv3/W
212 12845056 _
213 12845056 _
214 2048 /predictor/res3/b3/bn3/gamma
215 2048 /predictor/res3/b3/bn3/beta
216 4194304 /predictor/res5/b2/conv3/W
217 25690112 _
218 65536 /predictor/res2/b2/conv1/W
219 8192 /predictor/res5/b2/bn3/gamma
220 256 /predictor/res2/b2/bn1/gamma
221 6422528 _
222 8192 /predictor/res5/b2/bn3/beta
223 256 /predictor/res2/b2/bn1/beta
224 6422528 _
225 8192000 /predictor/fc6/W
226 6422528 _
227 147456 /predictor/res2/b2/conv2/W
228 256 /predictor/conv1/b
229 4000 /predictor/fc6/b
230 256 /predictor/res2/b2/bn2/gamma
231 256 /predictor/bn1/gamma
232 6422528 _
233 256 /predictor/res2/b2/bn2/beta
234 256 /predictor/bn1/beta
235 25690112 _
236 6422528 _
237 65536 /predictor/res2/b2/conv3/W
238 1024 /predictor/res2/b2/bn3/gamma
239 16384 /predictor/res2/a/conv1/W
240 25690112 _
241 25690112 _
242 1024 /predictor/res2/b2/bn3/beta
243 65536 /predictor/res2/b1/conv1/W
244 256 /predictor/res2/a/bn1/gamma
245 6422528 _
246 256 /predictor/res2/a/bn1/beta
247 25690112 _
248 131072 /predictor/res3/a/conv1/W
249 147456 /predictor/res2/a/conv2/W
250 6422528 _
251 512 /predictor/res3/a/bn1/gamma
252 256 /predictor/res2/a/bn2/gamma
253 512 /predictor/res3/a/bn1/beta
254 6422528 _
255 6422528 _
256 1048576 /predictor/res4/b5/conv1/W
257 12845056 _
258 128000 _
259 12845056 _
260 262144 _
261 1024 /predictor/res4/b5/bn1/gamma
262 6422528 _
263 12845056 _
264 1024 /predictor/res4/b5/bn1/beta
265 25690112 _
266 6422528 _
267 1024 /predictor/res2/a/bn4/gamma
268 2359296 /predictor/res4/b5/conv2/W
269 4 _
270 1024 /predictor/res4/b5/bn2/gamma
271 25690112 _
272 25690112 _
273 1024 /predictor/res4/b5/bn2/beta
274 6422528 _
275 1048576 /predictor/res4/b5/conv3/W
276 25690112 _
277 4096 /predictor/res4/b5/bn3/gamma
278 6422528 _
279 4096 /predictor/res4/b5/bn3/beta
280 6422528 _
281 6422528 _
282 2097152 /predictor/res5/a/conv1/W
283 25690112 _
284 2048 /predictor/res5/a/bn1/gamma
285 6422528 _
286 2048 /predictor/res5/a/bn1/beta
287 25690112 _
288 589824 /predictor/res3/b1/conv2/W
289 1048576 /predictor/res4/b1/conv1/W
290 102760448 _
291 3211264 _
292 3211264 _
293 3211264 _
294 512 /predictor/res3/b1/bn2/gamma
295 3211264 _
296 1024 /predictor/res4/b1/bn1/gamma
297 512 /predictor/res3/b1/bn2/beta
298 3211264 _
299 1024 /predictor/res4/b1/bn1/beta
300 3211264 _
301 262144 /predictor/res3/b1/conv3/W
302 2359296 /predictor/res4/b1/conv2/W
303 3211264 _
304 2048 /predictor/res3/b1/bn3/gamma
305 12845056 _
306 1024 /predictor/res4/b1/bn2/gamma
307 3211264 _
308 3211264 _
309 2048 /predictor/res3/b1/bn3/beta
310 1024 /predictor/res4/b1/bn2/beta
311 12845056 _
312 262144 _
313 3211264 _
314 1048576 /predictor/res4/b1/conv3/W
315 12845056 _
316 262144 /predictor/res3/b2/conv1/W
317 12845056 _
318 3211264 _
319 3211264 _
320 12845056 _
321 4096 /predictor/res4/b1/bn3/gamma
322 12845056 _
323 512 /predictor/res3/b2/bn1/gamma
324 3211264 _
325 3211264 _
326 4096 /predictor/res4/b1/bn3/beta
327 512 /predictor/res3/b2/bn1/beta
328 589824 /predictor/res3/b2/conv2/W
329 12845056 _
330 1048576 /predictor/res4/b2/conv1/W
331 3211264 _
332 12845056 _
333 512 /predictor/res3/b2/bn2/gamma
334 1024 /predictor/res4/b2/bn1/gamma
335 12845056 _
336 3211264 _
337 12845056 _
338 512 /predictor/res3/b2/bn2/beta
339 1024 /predictor/res4/b2/bn1/beta
forward
2 1
35 _
316 _
33
Convolution2DFunction
{"sy": 1, "sx": 1, "ph": 0, "pw": 0, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 54, "lazy_grad_sum": false}
forward
1 1
19 _
23
ReLU
{"_input_indexes_to_retain": null, "_output_indexes_to_retain": [0], "_output_count": 1, "rank": 49, "lazy_grad_sum": false}
forward
2 1
13 _
288 _
14
Convolution2DFunction
{"sy": 1, "sx": 1, "ph": 1, "pw": 1, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 47, "lazy_grad_sum": false}
forward
2 1
23 _
301 _
22
Convolution2DFunction
{"sy": 1, "sx": 1, "ph": 0, "pw": 0, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 50, "lazy_grad_sum": false}
forward
3 1
14 _
294 _
297 _
19
BatchNormalization
{"eps": 2e-05, "decay": 0.9, "axis": [0, 2, 3], "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "key_axis": [1], "use_cudnn": true, "use_ideep": false, "_output_count": 1, "rank": 48, "lazy_grad_sum": false}
forward
1 1
29 _
35
ReLU
{"_input_indexes_to_retain": null, "_output_indexes_to_retain": [0], "_output_count": 1, "rank": 53, "lazy_grad_sum": false}
forward
3 1
22 _
304 _
309 _
30
BatchNormalization
{"eps": 2e-05, "decay": 0.9, "axis": [0, 2, 3], "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "key_axis": [1], "use_cudnn": true, "use_ideep": false, "_output_count": 1, "rank": 51, "lazy_grad_sum": false}
forward
2 1
30 _
6 _
29
Add
{"_input_indexes_to_retain": null, "_output_indexes_to_retain": null, "_output_count": 1, "rank": 52, "lazy_grad_sum": false}
forward
1 1
190 _
192
ReLU
{"_input_indexes_to_retain": null, "_output_indexes_to_retain": [0], "_output_count": 1, "rank": 56, "lazy_grad_sum": false}
forward
3 1
33 _
323 _
327 _
190
BatchNormalization
{"eps": 2e-05, "decay": 0.9, "axis": [0, 2, 3], "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "key_axis": [1], "use_cudnn": true, "use_ideep": false, "_output_count": 1, "rank": 55, "lazy_grad_sum": false}
forward
2 1
207 _
198 _
206
Convolution2DFunction
{"sy": 1, "sx": 1, "ph": 0, "pw": 0, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 64, "lazy_grad_sum": false}
forward
2 1
192 _
328 _
193
Convolution2DFunction
{"sy": 1, "sx": 1, "ph": 1, "pw": 1, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 57, "lazy_grad_sum": false}
forward
3 1
196 _
71 _
76 _
319
BatchNormalization
{"eps": 2e-05, "decay": 0.9, "axis": [0, 2, 3], "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "key_axis": [1], "use_cudnn": true, "use_ideep": false, "_output_count": 1, "rank": 155, "lazy_grad_sum": false}
forward
1 1
44 _
52
ReLU
{"_input_indexes_to_retain": null, "_output_indexes_to_retain": [0], "_output_count": 1, "rank": 33, "lazy_grad_sum": false}
forward
1 1
49 _
54
ReLU
{"_input_indexes_to_retain": null, "_output_indexes_to_retain": [0], "_output_count": 1, "rank": 9, "lazy_grad_sum": false}
forward
1 1
62 _
66
ReLU
{"_input_indexes_to_retain": null, "_output_indexes_to_retain": [0], "_output_count": 1, "rank": 86, "lazy_grad_sum": false}
forward
1 1
51 _
56
ReLU
{"_input_indexes_to_retain": null, "_output_indexes_to_retain": [0], "_output_count": 1, "rank": 83, "lazy_grad_sum": false}
forward
3 1
50 _
296 _
299 _
62
BatchNormalization
{"eps": 2e-05, "decay": 0.9, "axis": [0, 2, 3], "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "key_axis": [1], "use_cudnn": true, "use_ideep": false, "_output_count": 1, "rank": 85, "lazy_grad_sum": false}
forward
3 1
61 _
267 _
37 _
70
BatchNormalization
{"eps": 2e-05, "decay": 0.9, "axis": [0, 2, 3], "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "key_axis": [1], "use_cudnn": true, "use_ideep": false, "_output_count": 1, "rank": 5, "lazy_grad_sum": false}
forward
3 1
53 _
8 _
9 _
65
BatchNormalization
{"eps": 2e-05, "decay": 0.9, "axis": [0, 2, 3], "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "key_axis": [1], "use_cudnn": true, "use_ideep": false, "_output_count": 1, "rank": 11, "lazy_grad_sum": false}
forward
2 1
26 _
12 _
61
Convolution2DFunction
{"sy": 1, "sx": 1, "ph": 0, "pw": 0, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 4, "lazy_grad_sum": false}
forward
2 1
217 _
330 _
91
Convolution2DFunction
{"sy": 1, "sx": 1, "ph": 0, "pw": 0, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 94, "lazy_grad_sum": false}
forward
2 1
114 _
95 _
107
Convolution2DFunction
{"sy": 2, "sx": 2, "ph": 0, "pw": 0, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 74, "lazy_grad_sum": false}
forward
1 1
69 _
73
ReLU
{"_input_indexes_to_retain": null, "_output_indexes_to_retain": [0], "_output_count": 1, "rank": 39, "lazy_grad_sum": false}
forward
2 1
60 _
153 _
63
Convolution2DFunction
{"sy": 1, "sx": 1, "ph": 1, "pw": 1, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 37, "lazy_grad_sum": false}
forward
2 1
65 _
70 _
74
Add
{"_input_indexes_to_retain": null, "_output_indexes_to_retain": null, "_output_count": 1, "rank": 12, "lazy_grad_sum": false}
forward
2 1
73 _
162 _
72
Convolution2DFunction
{"sy": 1, "sx": 1, "ph": 0, "pw": 0, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 40, "lazy_grad_sum": false}
forward
1 1
75 _
79
ReLU
{"_input_indexes_to_retain": null, "_output_indexes_to_retain": [0], "_output_count": 1, "rank": 89, "lazy_grad_sum": false}
forward
3 1
63 _
156 _
160 _
69
BatchNormalization
{"eps": 2e-05, "decay": 0.9, "axis": [0, 2, 3], "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "key_axis": [1], "use_cudnn": true, "use_ideep": false, "_output_count": 1, "rank": 38, "lazy_grad_sum": false}
forward
2 1
66 _
302 _
67
Convolution2DFunction
{"sy": 1, "sx": 1, "ph": 1, "pw": 1, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 87, "lazy_grad_sum": false}
forward
1 1
83 _
88
ReLU
{"_input_indexes_to_retain": null, "_output_indexes_to_retain": [0], "_output_count": 1, "rank": 16, "lazy_grad_sum": false}
forward
2 1
79 _
314 _
77
Convolution2DFunction
{"sy": 1, "sx": 1, "ph": 0, "pw": 0, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 90, "lazy_grad_sum": false}
forward
3 1
67 _
306 _
310 _
75
BatchNormalization
{"eps": 2e-05, "decay": 0.9, "axis": [0, 2, 3], "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "key_axis": [1], "use_cudnn": true, "use_ideep": false, "_output_count": 1, "rank": 88, "lazy_grad_sum": false}
forward
3 1
81 _
174 _
176 _
0
BatchNormalization
{"eps": 2e-05, "decay": 0.9, "axis": [0, 2, 3], "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "key_axis": [1], "use_cudnn": true, "use_ideep": false, "_output_count": 1, "rank": 35, "lazy_grad_sum": false}
forward
1 1
74 _
78
ReLU
{"_input_indexes_to_retain": null, "_output_indexes_to_retain": [0], "_output_count": 1, "rank": 13, "lazy_grad_sum": false}
forward
3 1
72 _
166 _
169 _
82
BatchNormalization
{"eps": 2e-05, "decay": 0.9, "axis": [0, 2, 3], "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "key_axis": [1], "use_cudnn": true, "use_ideep": false, "_output_count": 1, "rank": 41, "lazy_grad_sum": false}
forward
2 1
78 _
243 _
59
Convolution2DFunction
{"sy": 1, "sx": 1, "ph": 0, "pw": 0, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 14, "lazy_grad_sum": false}
forward
2 1
52 _
171 _
81
Convolution2DFunction
{"sy": 2, "sx": 2, "ph": 0, "pw": 0, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 34, "lazy_grad_sum": false}
forward
1 1
85 _
217
ReLU
{"_input_indexes_to_retain": null, "_output_indexes_to_retain": [0], "_output_count": 1, "rank": 93, "lazy_grad_sum": false}
forward
3 1
59 _
15 _
18 _
83
BatchNormalization
{"eps": 2e-05, "decay": 0.9, "axis": [0, 2, 3], "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "key_axis": [1], "use_cudnn": true, "use_ideep": false, "_output_count": 1, "rank": 15, "lazy_grad_sum": false}
forward
3 1
77 _
321 _
326 _
86
BatchNormalization
{"eps": 2e-05, "decay": 0.9, "axis": [0, 2, 3], "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "key_axis": [1], "use_cudnn": true, "use_ideep": false, "_output_count": 1, "rank": 91, "lazy_grad_sum": false}
forward
2 1
86 _
56 _
85
Add
{"_input_indexes_to_retain": null, "_output_indexes_to_retain": null, "_output_count": 1, "rank": 92, "lazy_grad_sum": false}
forward
2 1
170 _
218 _
167
Convolution2DFunction
{"sy": 1, "sx": 1, "ph": 0, "pw": 0, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 24, "lazy_grad_sum": false}
forward
2 1
82 _
0 _
3
Add
{"_input_indexes_to_retain": null, "_output_indexes_to_retain": null, "_output_count": 1, "rank": 42, "lazy_grad_sum": false}
forward
3 1
87 _
185 _
189 _
10
BatchNormalization
{"eps": 2e-05, "decay": 0.9, "axis": [0, 2, 3], "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "key_axis": [1], "use_cudnn": true, "use_ideep": false, "_output_count": 1, "rank": 45, "lazy_grad_sum": false}
forward
1 1
154 _
159
ReLU
{"_input_indexes_to_retain": null, "_output_indexes_to_retain": [0], "_output_count": 1, "rank": 19, "lazy_grad_sum": false}
forward
2 1
88 _
21 _
90
Convolution2DFunction
{"sy": 1, "sx": 1, "ph": 1, "pw": 1, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 17, "lazy_grad_sum": false}
forward
1 1
221 _
224
ReLU
{"_input_indexes_to_retain": null, "_output_indexes_to_retain": [0], "_output_count": 1, "rank": 96, "lazy_grad_sum": false}
forward
1 1
10 _
13
ReLU
{"_input_indexes_to_retain": null, "_output_indexes_to_retain": [0], "_output_count": 1, "rank": 46, "lazy_grad_sum": false}
forward
3 1
91 _
334 _
339 _
221
BatchNormalization
{"eps": 2e-05, "decay": 0.9, "axis": [0, 2, 3], "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "key_axis": [1], "use_cudnn": true, "use_ideep": false, "_output_count": 1, "rank": 95, "lazy_grad_sum": false}
forward
2 1
159 _
32 _
157
Convolution2DFunction
{"sy": 1, "sx": 1, "ph": 0, "pw": 0, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 20, "lazy_grad_sum": false}
forward
3 1
90 _
25 _
28 _
154
BatchNormalization
{"eps": 2e-05, "decay": 0.9, "axis": [0, 2, 3], "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "key_axis": [1], "use_cudnn": true, "use_ideep": false, "_output_count": 1, "rank": 18, "lazy_grad_sum": false}
forward
2 1
6 _
181 _
87
Convolution2DFunction
{"sy": 1, "sx": 1, "ph": 0, "pw": 0, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 44, "lazy_grad_sum": false}
forward
1 1
3 _
6
ReLU
{"_input_indexes_to_retain": null, "_output_indexes_to_retain": [0], "_output_count": 1, "rank": 43, "lazy_grad_sum": false}
forward
1 1
106 _
114
ReLU
{"_input_indexes_to_retain": null, "_output_indexes_to_retain": [0], "_output_count": 1, "rank": 73, "lazy_grad_sum": false}
forward
3 1
96 _
214 _
215 _
108
BatchNormalization
{"eps": 2e-05, "decay": 0.9, "axis": [0, 2, 3], "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "key_axis": [1], "use_cudnn": true, "use_ideep": false, "_output_count": 1, "rank": 71, "lazy_grad_sum": false}
forward
1 1
99 _
109
ReLU
{"_input_indexes_to_retain": null, "_output_indexes_to_retain": [0], "_output_count": 1, "rank": 123, "lazy_grad_sum": false}
forward
2 1
108 _
207 _
106
Add
{"_input_indexes_to_retain": null, "_output_indexes_to_retain": null, "_output_count": 1, "rank": 72, "lazy_grad_sum": false}
forward
1 1
117 _
120
ReLU
{"_input_indexes_to_retain": null, "_output_indexes_to_retain": [0], "_output_count": 1, "rank": 126, "lazy_grad_sum": false}
forward
3 1
145 _
284 _
286 _
293
BatchNormalization
{"eps": 2e-05, "decay": 0.9, "axis": [0, 2, 3], "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "key_axis": [1], "use_cudnn": true, "use_ideep": false, "_output_count": 1, "rank": 135, "lazy_grad_sum": false}
forward
1 1
293 _
298
ReLU
{"_input_indexes_to_retain": null, "_output_indexes_to_retain": [0], "_output_count": 1, "rank": 136, "lazy_grad_sum": false}
forward
1 1
312 _
260
Reshape
{"shape": [32, 2048], "_cnt": 0, "_input_indexes_to_retain": null, "_output_indexes_to_retain": null, "_output_count": 1, "rank": 165, "lazy_grad_sum": false}
forward
3 1
260 _
225 _
229 _
258
LinearFunction
{"_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_config_use_ideep": "never", "_output_count": 1, "rank": 166, "lazy_grad_sum": false}
forward
1 1
132 _
135
ReLU
{"_input_indexes_to_retain": null, "_output_indexes_to_retain": [0], "_output_count": 1, "rank": 129, "lazy_grad_sum": false}
forward
2 1
120 _
268 _
122
Convolution2DFunction
{"sy": 1, "sx": 1, "ph": 1, "pw": 1, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 127, "lazy_grad_sum": false}
forward
2 1
26 _
239 _
137
Convolution2DFunction
{"sy": 1, "sx": 1, "ph": 0, "pw": 0, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 4, "lazy_grad_sum": false}
forward
2 1
287 _
282 _
145
Convolution2DFunction
{"sy": 2, "sx": 2, "ph": 0, "pw": 0, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 134, "lazy_grad_sum": false}
forward
2 1
135 _
275 _
134
Convolution2DFunction
{"sy": 1, "sx": 1, "ph": 0, "pw": 0, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 130, "lazy_grad_sum": false}
forward
1 1
136 _
141
ReLU
{"_input_indexes_to_retain": null, "_output_indexes_to_retain": [0], "_output_count": 1, "rank": 79, "lazy_grad_sum": false}
forward
3 1
122 _
270 _
273 _
132
BatchNormalization
{"eps": 2e-05, "decay": 0.9, "axis": [0, 2, 3], "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "key_axis": [1], "use_cudnn": true, "use_ideep": false, "_output_count": 1, "rank": 128, "lazy_grad_sum": false}
forward
2 1
126 _
111 _
127
Convolution2DFunction
{"sy": 1, "sx": 1, "ph": 1, "pw": 1, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 77, "lazy_grad_sum": false}
forward
2 1
141 _
125 _
140
Convolution2DFunction
{"sy": 1, "sx": 1, "ph": 0, "pw": 0, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 80, "lazy_grad_sum": false}
forward
3 1
127 _
116 _
119 _
136
BatchNormalization
