727 770
87 1024 /model/extractor/res4/b19/conv1/bn/gamma
88 33177600 _
89 8294400 _
90 8294400 _
91 8388608 /model/extractor/res5/a/residual_conv/conv/W
92 33177600 _
93 1024 /model/extractor/res4/b19/conv1/bn/beta
94 1024 /model/extractor/res4/b7/conv1/bn/gamma
95 34569092 _
96 8294400 _
97 33177600 _
98 8294400 _
99 1048576 /model/extractor/res4/b15/conv3/conv/W
100 8294400 _
101 8294400 _
102 1024 /model/extractor/res4/b7/conv1/bn/beta
103 8294400 _
104 8192 /model/extractor/res5/a/residual_conv/bn/gamma
105 33177600 _
106 2359296 /model/extractor/res4/b19/conv2/conv/W
107 8294400 _
108 16588800 _
109 8192 /model/extractor/res5/a/residual_conv/bn/beta
110 4096 /model/extractor/res4/b15/conv3/bn/gamma
111 33177600 _
112 73728 _
113 2359296 /model/extractor/res4/b7/conv2/conv/W
114 66355200 _
115 16588800 _
116 4096 /model/extractor/res4/b15/conv3/bn/beta
117 1024 /model/extractor/res4/b19/conv2/bn/gamma
118 8294400 _
119 33177600 _
120 33177600 _
121 8294400 _
122 33177600 _
123 33177600 _
124 1024 /model/extractor/res4/b19/conv2/bn/beta
125 1024 /model/extractor/res4/b7/conv2/bn/gamma
126 8294400 _
127 8294400 _
128 33177600 _
129 4194304 /model/extractor/res5/b1/conv1/conv/W
130 8294400 _
131 8294400 _
132 16588800 _
133 33177600 _
134 73728 _
135 1024 /model/extractor/res4/b7/conv2/bn/beta
136 66355200 _
137 1048576 /model/extractor/res4/b16/conv1/conv/W
138 66355200 _
139 8294400 _
140 1048576 /model/extractor/res4/b19/conv3/conv/W
141 66355200 _
142 73728 _
143 2048 /model/extractor/res5/b1/conv1/bn/gamma
144 73728 _
145 147456 /model/extractor/res2/a/conv2/conv/W
146 16588800 _
147 8294400 _
148 16588800 _
149 2048 /model/extractor/res5/b1/conv1/bn/beta
150 1024 /model/extractor/res4/b16/conv1/bn/gamma
151 8294400 _
152 4096 /model/extractor/res4/b19/conv3/bn/gamma
153 8294400 _
154 33177600 _
155 33177600 _
156 16588800 _
157 1024 /model/extractor/res4/b16/conv1/bn/beta
158 33177600 _
159 4096 /model/extractor/res4/b19/conv3/bn/beta
160 8294400 _
161 8294400 _
162 9437184 /model/extractor/res5/b1/conv2/conv/W
163 16588800 _
164 8294400 _
165 33177600 _
166 4096 /model/extractor/res4/b7/conv3/bn/beta
167 18432 _
168 2359296 /model/extractor/res4/b16/conv2/conv/W
169 16588800 _
170 2048 /model/extractor/res5/b1/conv2/bn/gamma
171 1048576 /model/extractor/res4/b20/conv1/conv/W
172 33177600 _
173 33177600 _
174 2048 /model/extractor/res5/b1/conv2/bn/beta
175 33177600 _
176 1024 /model/extractor/res4/b16/conv2/bn/gamma
177 8294400 _
178 8294400 _
179 1024 /model/extractor/res4/b10/conv2/bn/gamma
180 18432 _
181 256 /model/extractor/res2/b1/conv1/bn/gamma
182 1024 /model/extractor/res4/b10/conv2/bn/beta
183 8294400 _
184 16588800 _
185 8294400 _
186 18432 _
187 1048576 /model/extractor/res4/b2/conv1/conv/W
188 16588800 _
189 256 /model/extractor/res2/b1/conv1/bn/beta
190 16588800 _
191 32768 /model/extractor/res2/a/conv1/conv/W
192 4147200 _
193 32768 _
194 1048576 /model/extractor/res4/b10/conv3/conv/W
195 1024 /model/extractor/res4/b2/conv1/bn/gamma
196 147456 /model/extractor/res2/b1/conv2/conv/W
197 1024 /model/extractor/res4/b2/conv1/bn/beta
198 8294400 _
199 256 /model/extractor/res2/a/conv1/bn/gamma
200 4096 /model/extractor/res4/b10/conv3/bn/gamma
201 256 /model/extractor/res2/a/conv1/bn/beta
202 8192 _
203 33177600 _
204 256 /model/extractor/res2/b1/conv2/bn/gamma
205 4096 /model/extractor/res4/b10/conv3/bn/beta
206 8294400 _
207 4147200 _
208 2359296 /model/extractor/res4/b2/conv2/conv/W
209 256 /model/extractor/res2/b1/conv2/bn/beta
210 65536 /model/extractor/res2/a/conv3/conv/W
211 4147200 _
212 4147200 _
213 8192 _
214 1024 /model/extractor/res4/b2/conv2/bn/gamma
215 1048576 /model/extractor/res4/b11/conv1/conv/W
216 33177600 _
217 65536 /model/extractor/res2/b1/conv3/conv/W
218 1024 /model/extractor/res2/a/conv3/bn/gamma
219 33177600 _
220 8192 _
221 1024 /model/extractor/res4/b2/conv2/bn/beta
222 8192 _
223 33177600 _
224 1024 /model/extractor/res2/a/conv3/bn/beta
225 1024 /model/extractor/res4/b11/conv1/bn/gamma
226 8294400 _
227 1024 /model/extractor/res2/b1/conv3/bn/gamma
228 4147200 _
229 16588800 _
230 1024 /model/extractor/res4/b11/conv1/bn/beta
231 1048576 /model/extractor/res4/b2/conv3/conv/W
232 1024 /model/extractor/res2/b1/conv3/bn/beta
233 131072 /model/extractor/res2/a/residual_conv/conv/W
234 16588800 _
235 4147200 _
236 4096 /model/extractor/res4/b2/conv3/bn/gamma
237 2048 _
238 2359296 /model/extractor/res4/b11/conv2/conv/W
239 8294400 _
240 1024 /model/extractor/res2/a/residual_conv/bn/gamma
241 8294400 _
242 4096 /model/extractor/res4/b2/conv3/bn/beta
243 65536 /model/extractor/res2/b2/conv1/conv/W
244 1024 /model/extractor/res2/a/residual_conv/bn/beta
245 8294400 _
246 16588800 _
247 1024 /model/extractor/res4/b11/conv2/bn/gamma
248 8294400 _
249 16588800 _
250 2048 _
251 16588800 _
252 256 /model/extractor/res2/b2/conv1/bn/gamma
253 1024 /model/extractor/res4/b11/conv2/bn/beta
254 1048576 /model/extractor/res4/b3/conv1/conv/W
255 2048 _
256 256 /model/extractor/res2/b2/conv1/bn/beta
257 16588800 _
258 65536 /model/extractor/res2/b1/conv1/conv/W
259 33177600 _
260 132710400 _
261 1048576 /model/extractor/res4/b11/conv3/conv/W
262 33177600 _
263 2048 /model/ppm/3/bn/gamma
264 1024 /model/extractor/res4/b22/conv2/bn/beta
265 1048576 /model/extractor/res4/b5/conv3/conv/W
266 2048 /model/ppm/3/bn/beta
267 65253888 _
268 1048576 /model/extractor/res4/b22/conv3/conv/W
269 4096 /model/extractor/res4/b5/conv3/bn/gamma
270 65253888 _
271 4096 /model/extractor/res4/b5/conv3/bn/beta
272 8294400 _
273 4096 /model/extractor/res4/b22/conv3/bn/gamma
274 75497472 /model/head_conv1/conv/W
275 4096 /model/extractor/res4/b22/conv3/bn/beta
276 8294400 _
277 8294400 _
278 8202496 _
279 1048576 /model/extractor/res4/b6/conv1/conv/W
280 2048 /model/head_conv1/bn/gamma
281 2048 /model/head_conv1/bn/beta
282 1024 /model/extractor/res4/b6/conv1/bn/gamma
283 2097152 /model/extractor/res5/a/conv1/conv/W
284 34816 /model/head_conv2/W
285 8294400 _
286 8202496 _
287 1024 /model/extractor/res4/b6/conv1/bn/beta
288 33177600 _
289 68 /model/head_conv2/b
290 2048 /model/extractor/res5/a/conv1/bn/gamma
291 8294400 _
292 8202496 _
293 8202496 _
294 2048 /model/extractor/res5/a/conv1/bn/beta
295 2359296 /model/extractor/res4/b6/conv2/conv/W
296 8202496 _
297 33177600 _
298 1024 /model/extractor/res4/b6/conv2/bn/gamma
299 9437184 /model/extractor/res5/a/conv2/conv/W
300 33177600 _
301 18874368 /aux_conv1/conv/W
302 33177600 _
303 8202496 _
304 1024 /model/extractor/res4/b6/conv2/bn/beta
305 8294400 _
306 32809984 _
307 2048 /model/extractor/res5/a/conv2/bn/gamma
308 8202496 _
309 2048 /aux_conv1/bn/gamma
310 2048 /model/extractor/res5/a/conv2/bn/beta
311 1048576 /model/extractor/res4/b6/conv3/conv/W
312 2048 /aux_conv1/bn/beta
313 32809984 _
314 313344 /aux_conv2/W
315 4096 /model/extractor/res4/b6/conv3/bn/gamma
316 8294400 _
317 8294400 _
318 8294400 _
319 16588800 _
320 6912 /model/extractor/conv1_1/conv/W
321 8294400 _
322 1024 /model/extractor/res4/b14/conv1/bn/gamma
323 512 /model/extractor/res3/b1/conv2/bn/gamma
324 8294400 _
325 8294400 _
326 8294400 _
327 4147200 _
328 1024 /model/extractor/res4/b14/conv1/bn/beta
329 512 /model/extractor/res3/b1/conv2/bn/beta
330 66355200 _
331 16588800 _
332 16588800 _
333 4147200 _
334 66355200 _
335 66355200 _
336 33177600 _
337 2359296 /model/extractor/res4/b14/conv2/conv/W
338 33177600 _
339 33177600 _
340 33177600 _
341 8294400 _
342 262144 /model/extractor/res3/b1/conv3/conv/W
343 33177600 _
344 33177600 _
345 33177600 _
346 8294400 _
347 16588800 _
348 8294400 _
349 1024 /model/extractor/res4/b14/conv2/bn/gamma
350 16588800 _
351 2048 /model/extractor/res3/b1/conv3/bn/gamma
352 16588800 _
353 1024 /model/extractor/res4/b14/conv2/bn/beta
354 2048 /model/extractor/res3/b1/conv3/bn/beta
355 16588800 _
356 4147200 _
357 16588800 _
358 16588800 _
359 33177600 _
360 16588800 _
361 33177600 _
362 1048576 /model/extractor/res4/b14/conv3/conv/W
363 8294400 _
364 33177600 _
365 16588800 _
366 262144 /model/extractor/res3/b2/conv1/conv/W
367 16588800 _
368 8294400 _
369 8294400 _
370 8294400 _
371 4096 /model/extractor/res4/b14/conv3/bn/gamma
372 4147200 _
373 512 /model/extractor/res3/b2/conv1/bn/gamma
374 4096 /model/extractor/res4/b14/conv3/bn/beta
375 16588800 _
376 4147200 _
377 4147200 _
378 512 /model/extractor/res3/b2/conv1/bn/beta
379 66355200 _
380 16588800 _
381 16588800 _
382 8294400 _
383 8294400 _
384 8294400 _
385 66355200 _
386 589824 /model/extractor/res3/b2/conv2/conv/W
387 16588800 _
388 1048576 /model/extractor/res4/b15/conv1/conv/W
389 8294400 _
390 33177600 _
391 8294400 _
392 8294400 _
393 256 /model/extractor/res2/a/conv2/bn/beta
394 4147200 _
395 66355200 _
396 66355200 _
397 1024 /model/extractor/res4/b15/conv1/bn/gamma
398 512 /model/extractor/res3/b2/conv2/bn/gamma
399 16588800 _
400 66355200 _
401 4147200 _
402 66355200 _
403 512 /model/extractor/res3/b2/conv2/bn/beta
404 1024 /model/extractor/res4/b15/conv1/bn/beta
405 16588800 _
406 66355200 _
407 33177600 _
408 33177600 _
409 33177600 _
410 8294400 _
411 8192 /model/extractor/res5/b2/conv3/bn/gamma
412 33177600 _
413 8294400 _
414 4096 /model/extractor/res4/a/residual_conv/bn/gamma
415 8192 /model/extractor/res5/b2/conv3/bn/beta
416 8294400 _
417 8294400 _
418 4096 /model/extractor/res4/b17/conv3/bn/gamma
419 2359296 /model/extractor/res4/b9/conv2/conv/W
420 1024 /model/extractor/res4/b4/conv2/bn/gamma
421 4096 /model/extractor/res4/a/residual_conv/bn/beta
422 1048576 /model/extractor/res4/b13/conv1/conv/W
423 4096 /model/extractor/res4/b17/conv3/bn/beta
424 1024 /model/extractor/res4/b4/conv2/bn/beta
425 4194304 /model/ppm/0/conv/W
426 2359296 /model/extractor/res4/b4/conv2/conv/W
427 1024 /model/extractor/res4/b9/conv2/bn/gamma
428 33177600 _
429 1024 /model/extractor/res4/b13/conv1/bn/gamma
430 8294400 _
431 1024 /model/extractor/res4/b9/conv2/bn/beta
432 2048 /model/ppm/0/bn/gamma
433 8294400 _
434 1048576 /model/extractor/res4/b4/conv3/conv/W
435 33177600 _
436 33177600 _
437 1048576 /model/extractor/res4/b1/conv1/conv/W
438 1024 /model/extractor/res4/b13/conv1/bn/beta
439 1048576 /model/extractor/res4/b18/conv1/conv/W
440 2048 /model/ppm/0/bn/beta
441 33177600 _
442 8294400 _
443 8294400 _
444 8294400 _
445 8294400 _
446 1048576 /model/extractor/res4/b9/conv3/conv/W
447 4096 /model/extractor/res4/b4/conv3/bn/gamma
448 1024 /model/extractor/res4/b1/conv1/bn/gamma
449 1024 /model/extractor/res4/b18/conv1/bn/gamma
450 2359296 /model/extractor/res4/b13/conv2/conv/W
451 4194304 /model/ppm/1/conv/W
452 4096 /model/extractor/res4/b4/conv3/bn/beta
453 1024 /model/extractor/res4/b1/conv1/bn/beta
454 1024 /model/extractor/res4/b18/conv1/bn/beta
455 4096 /model/extractor/res4/b9/conv3/bn/gamma
456 33177600 _
457 33177600 _
458 1024 /model/extractor/res4/b13/conv2/bn/gamma
459 2048 /model/ppm/1/bn/gamma
460 8294400 _
461 4096 /model/extractor/res4/b9/conv3/bn/beta
462 8294400 _
463 33177600 _
464 2359296 /model/extractor/res4/b1/conv2/conv/W
465 1024 /model/extractor/res4/b13/conv2/bn/beta
466 1048576 /model/extractor/res4/b5/conv1/conv/W
467 2359296 /model/extractor/res4/b18/conv2/conv/W
468 2048 /model/ppm/1/bn/beta
469 8294400 _
470 33177600 _
471 8294400 _
472 8294400 _
473 8294400 _
474 1024 /model/extractor/res4/b1/conv2/bn/gamma
475 1048576 /model/extractor/res4/b10/conv1/conv/W
476 1024 /model/extractor/res4/b5/conv1/bn/gamma
477 1024 /model/extractor/res4/b18/conv2/bn/gamma
478 1048576 /model/extractor/res4/b13/conv3/conv/W
479 4194304 /model/ppm/2/conv/W
480 1024 /model/extractor/res4/b1/conv2/bn/beta
481 1024 /model/extractor/res4/b5/conv1/bn/beta
482 1024 /model/extractor/res4/b18/conv2/bn/beta
483 33177600 _
484 8294400 _
485 8294400 _
486 33177600 _
487 1024 /model/extractor/res4/b10/conv1/bn/gamma
488 4096 /model/extractor/res4/b13/conv3/bn/gamma
489 8294400 _
490 2048 /model/ppm/2/bn/gamma
491 33177600 _
492 1024 /model/extractor/res4/b10/conv1/bn/beta
493 1048576 /model/extractor/res4/b1/conv3/conv/W
494 8294400 _
495 8294400 _
496 4096 /model/extractor/res4/b13/conv3/bn/beta
497 2359296 /model/extractor/res4/b5/conv2/conv/W
498 2048 /model/ppm/2/bn/beta
499 8294400 _
500 1048576 /model/extractor/res4/b18/conv3/conv/W
501 33177600 _
502 8294400 _
503 1024 /model/extractor/res4/b9/conv1/bn/beta
504 4096 /model/extractor/res4/b1/conv3/bn/gamma
505 2359296 /model/extractor/res4/b10/conv2/conv/W
506 1024 /model/extractor/res4/b5/conv2/bn/gamma
507 4096 /model/extractor/res4/b18/conv3/bn/gamma
508 4194304 /model/ppm/3/conv/W
509 4096 /model/extractor/res4/b1/conv3/bn/beta
510 1048576 /model/extractor/res4/b14/conv1/conv/W
511 4096 /model/extractor/res4/b18/conv3/bn/beta
512 33177600 _
513 1024 /model/extractor/res4/b5/conv2/bn/beta
514 8294400 _
515 33177600 _
516 33177600 _
517 33177600 _
518 512 /model/extractor/res3/a/conv2/bn/beta
519 147456 /model/extractor/res2/b2/conv2/conv/W
520 2359296 /model/extractor/res4/b21/conv2/conv/W
521 1024 /model/extractor/res4/b20/conv1/bn/gamma
522 8294400 _
523 8294400 _
524 4194304 /model/extractor/res5/b1/conv3/conv/W
525 1024 /model/extractor/res4/b20/conv1/bn/beta
526 262144 /model/extractor/res3/a/conv3/conv/W
527 256 /model/extractor/res2/b2/conv2/bn/gamma
528 256 /model/extractor/res2/a/conv2/bn/gamma
529 1024 /model/extractor/res4/b21/conv2/bn/gamma
530 256 /model/extractor/res2/b2/conv2/bn/beta
531 8202496 _
532 8192 /model/extractor/res5/b1/conv3/bn/gamma
533 1024 /model/extractor/res4/b21/conv2/bn/beta
534 2359296 /model/extractor/res4/b20/conv2/conv/W
535 2048 /model/extractor/res3/a/conv3/bn/gamma
536 8294400 _
537 8192 /model/extractor/res5/b1/conv3/bn/beta
538 8294400 _
539 8202496 _
540 8202496 _
541 2048 /model/extractor/res3/a/conv3/bn/beta
542 65536 /model/extractor/res2/b2/conv3/conv/W
543 33177600 _
544 8294400 _
545 1048576 /model/extractor/res4/b21/conv3/conv/W
546 1024 /model/extractor/res4/b20/conv2/bn/gamma
547 8294400 _
548 8294400 _
549 1048576 /model/extractor/res4/b7/conv3/conv/W
550 1024 /model/extractor/res4/b20/conv2/bn/beta
551 4194304 /model/extractor/res5/b2/conv1/conv/W
552 524288 /model/extractor/res3/a/residual_conv/conv/W
553 1024 /model/extractor/res2/b2/conv3/bn/gamma
554 256 /model/extractor/conv1_1/bn/gamma
555 4096 /model/extractor/res4/b21/conv3/bn/gamma
556 1024 /model/extractor/res2/b2/conv3/bn/beta
557 8202496 _
558 256 /model/extractor/conv1_1/bn/beta
559 33177600 _
560 4096 /model/extractor/res4/b21/conv3/bn/beta
561 2048 /model/extractor/res5/b2/conv1/bn/gamma
562 1048576 /model/extractor/res4/b20/conv3/conv/W
563 33177600 _
564 8294400 _
565 2048 /model/extractor/res3/a/residual_conv/bn/gamma
566 32809984 _
567 33177600 _
568 8202496 _
569 2048 /model/extractor/res5/b2/conv1/bn/beta
570 2048 /model/extractor/res3/a/residual_conv/bn/beta
571 147456 /model/extractor/conv1_2/conv/W
572 8294400 _
573 33177600 _
574 8294400 _
575 4096 /model/extractor/res4/b20/conv3/bn/gamma
576 16404992 _
577 131072 /model/extractor/res3/a/conv1/conv/W
578 1048576 /model/extractor/res4/b22/conv1/conv/W
579 256 /model/extractor/conv1_2/bn/gamma
580 4096 /model/extractor/res4/b20/conv3/bn/beta
581 9437184 /model/extractor/res5/b2/conv2/conv/W
582 32809984 _
583 32809984 _
584 256 /model/extractor/conv1_2/bn/beta
585 262144 /model/extractor/res3/b1/conv1/conv/W
586 512 /model/extractor/res3/a/conv1/bn/gamma
587 33177600 _
588 32809984 _
589 1024 /model/extractor/res4/b22/conv1/bn/gamma
590 8294400 _
591 33177600 _
592 2048 /model/extractor/res5/b2/conv2/bn/gamma
593 512 /model/extractor/res3/a/conv1/bn/beta
594 33177600 _
595 1024 /model/extractor/res4/b22/conv1/bn/beta
596 294912 /model/extractor/conv1_3/conv/W
597 1048576 /model/extractor/res4/b21/conv1/conv/W
598 2048 /model/extractor/res5/b2/conv2/bn/beta
599 8294400 _
600 8294400 _
601 512 /model/extractor/res3/b1/conv1/bn/gamma
602 8294400 _
603 4096 /model/extractor/res4/b7/conv3/bn/gamma
604 512 /model/extractor/res3/b1/conv1/bn/beta
605 589824 /model/extractor/res3/a/conv2/conv/W
606 512 /model/extractor/conv1_3/bn/gamma
607 2359296 /model/extractor/res4/b22/conv2/conv/W
608 1024 /model/extractor/res4/b21/conv1/bn/gamma
609 16404992 _
610 4194304 /model/extractor/res5/b2/conv3/conv/W
611 512 /model/extractor/conv1_3/bn/beta
612 33177600 _
613 1024 /model/extractor/res4/b21/conv1/bn/beta
614 589824 /model/extractor/res3/b1/conv2/conv/W
615 33177600 _
616 512 /model/extractor/res3/a/conv2/bn/gamma
617 1024 /model/extractor/res4/b22/conv2/bn/gamma
618 8294400 _
619 33177600 _
620 4147200 _
621 16404992 _
622 8294400 _
623 1048576 /model/extractor/res4/b8/conv1/conv/W
624 1024 /model/extractor/res4/b3/conv1/bn/gamma
625 32809984 _
626 16588800 _
627 2048 /model/extractor/res3/b3/conv3/bn/beta
628 1024 /model/extractor/res4/b16/conv2/bn/beta
629 1024 /model/extractor/res4/b3/conv1/bn/beta
630 8294400 _
631 16588800 _
632 8294400 _
633 8294400 _
634 550800 _
635 4096 /model/extractor/res4/b11/conv3/bn/gamma
636 8202496 _
637 1024 /model/extractor/res4/b8/conv1/bn/gamma
638 16588800 _
639 33177600 _
640 4096 /model/extractor/res4/b11/conv3/bn/beta
641 1048576 /model/extractor/res4/b16/conv3/conv/W
642 1024 /model/extractor/res4/b8/conv1/bn/beta
643 2359296 /model/extractor/res4/b3/conv2/conv/W
644 524288 /model/extractor/res4/a/conv1/conv/W
645 32809984 _
646 4 _
647 33177600 _
648 33177600 _
649 32809984 _
650 4096 /model/extractor/res4/b16/conv3/bn/gamma
651 8294400 _
652 32809984 _
653 33177600 _
654 2359296 /model/extractor/res4/b8/conv2/conv/W
655 1024 /model/extractor/res4/b3/conv2/bn/gamma
656 1024 /model/extractor/res4/a/conv1/bn/gamma
657 1048576 /model/extractor/res4/b12/conv1/conv/W
658 4096 /model/extractor/res4/b16/conv3/bn/beta
659 8294400 _
660 33177600 _
661 1024 /model/extractor/res4/b3/conv2/bn/beta
662 8294400 _
663 1024 /model/extractor/res4/a/conv1/bn/beta
664 34569092 _
665 1024 /model/extractor/res4/b8/conv2/bn/gamma
666 1024 /model/extractor/res4/b12/conv1/bn/gamma
667 1024 /model/extractor/res4/b8/conv2/bn/beta
668 1048576 /model/extractor/res4/b3/conv3/conv/W
669 2359296 /model/extractor/res4/a/conv2/conv/W
670 1024 /model/extractor/res4/b12/conv1/bn/beta
671 8202496 _
672 1048576 /model/extractor/res4/b17/conv1/conv/W
673 33177600 _
674 8294400 _
675 33177600 _
676 4 _
677 8202496 _
678 33177600 _
679 1048576 /model/extractor/res4/b8/conv3/conv/W
680 4096 /model/extractor/res4/b3/conv3/bn/gamma
681 1024 /model/extractor/res4/a/conv2/bn/gamma
682 8202496 _
683 1024 /model/extractor/res4/b17/conv1/bn/gamma
684 8294400 _
685 2359296 /model/extractor/res4/b12/conv2/conv/W
686 8294400 _
687 8294400 _
688 4 _
689 4096 /model/extractor/res4/b3/conv3/bn/beta
690 1024 /model/extractor/res4/a/conv2/bn/beta
691 8294400 _
692 1024 /model/extractor/res4/b17/conv1/bn/beta
693 4096 /model/extractor/res4/b8/conv3/bn/gamma
694 1024 /model/extractor/res4/b12/conv2/bn/gamma
695 4096 /model/extractor/res4/b8/conv3/bn/beta
696 1048576 /model/extractor/res4/a/conv3/conv/W
697 8202496 _
698 4 _
699 8294400 _
700 1024 /model/extractor/res4/b12/conv2/bn/beta
701 2359296 /model/extractor/res4/b17/conv2/conv/W
702 1048576 /model/extractor/res4/b4/conv1/conv/W
703 8294400 _
704 8294400 _
705 32809984 _
706 8202496 _
707 4096 /model/extractor/res4/a/conv3/bn/gamma
708 33177600 _
709 8294400 _
710 1024 /model/extractor/res4/b17/conv2/bn/gamma
711 8294400 _
712 1048576 /model/extractor/res4/b12/conv3/conv/W
713 1048576 /model/extractor/res4/b9/conv1/conv/W
714 1024 /model/extractor/res4/b4/conv1/bn/gamma
715 8294400 _
716 4096 /model/extractor/res4/a/conv3/bn/beta
717 1024 /model/extractor/res4/b17/conv2/bn/beta
718 1024 /model/extractor/res4/b4/conv1/bn/beta
719 32809984 _
720 4096 /model/extractor/res4/b12/conv3/bn/gamma
721 1024 /model/extractor/res4/b9/conv1/bn/gamma
722 32809984 _
723 33177600 _
724 2097152 /model/extractor/res4/a/residual_conv/conv/W
725 32809984 _
726 1048576 /model/extractor/res4/b17/conv3/conv/W
forward
1 1
25 _
30
ReLU
{"_input_indexes_to_retain": null, "_output_indexes_to_retain": [0], "_output_count": 1, "rank": 152, "lazy_grad_sum": false}
forward
2 1
46 _
597 _
47
Convolution2DFunction
{"sy": 1, "sx": 1, "ph": 0, "pw": 0, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 290, "lazy_grad_sum": false}
forward
2 1
517 _
623 _
41
Convolution2DFunction
{"sy": 1, "sx": 1, "ph": 0, "pw": 0, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 160, "lazy_grad_sum": false}
forward
3 1
21 _
565 _
570 _
33
BatchNormalization
{"eps": 2e-05, "decay": 0.9, "axis": [0, 2, 3], "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "key_axis": [1], "use_cudnn": true, "use_ideep": false, "_output_count": 1, "rank": 41, "lazy_grad_sum": false}
forward
3 1
17 _
94 _
102 _
25
BatchNormalization
{"eps": 2e-05, "decay": 0.9, "axis": [0, 2, 3], "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "key_axis": [1], "use_cudnn": true, "use_ideep": false, "_output_count": 1, "rank": 151, "lazy_grad_sum": false}
forward
3 1
9 _
535 _
541 _
22
BatchNormalization
{"eps": 2e-05, "decay": 0.9, "axis": [0, 2, 3], "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "key_axis": [1], "use_cudnn": true, "use_ideep": false, "_output_count": 1, "rank": 47, "lazy_grad_sum": false}
forward
2 1
133 _
111 _
516
Add
{"_input_indexes_to_retain": null, "_output_indexes_to_retain": null, "_output_count": 1, "rank": 88, "lazy_grad_sum": false}
forward
2 1
588 _
552 _
21
Convolution2DFunction
{"sy": 2, "sx": 2, "ph": 0, "pw": 0, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 40, "lazy_grad_sum": false}
forward
1 1
27 _
31
ReLU
{"_input_indexes_to_retain": null, "_output_indexes_to_retain": [0], "_output_count": 1, "rank": 285, "lazy_grad_sum": false}
forward
2 1
16 _
534 _
18
Convolution2DFunction
{"sy": 1, "sx": 1, "ph": 2, "pw": 2, "cover_all": false, "dy": 2, "dx": 2, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 283, "lazy_grad_sum": false}
forward
1 1
8 _
14
ReLU
{"_input_indexes_to_retain": null, "_output_indexes_to_retain": [0], "_output_count": 1, "rank": 149, "lazy_grad_sum": false}
forward
2 1
31 _
562 _
29
Convolution2DFunction
{"sy": 1, "sx": 1, "ph": 0, "pw": 0, "cover_all": false, "dy": 1, "dx": 1, "groups": 1, "_input_indexes_to_retain": [0, 1], "_output_indexes_to_retain": null, "_output_count": 1, "rank": 286, "lazy_grad_sum": false}
forward
3 1
18 _
546 _
550 _
27
BatchNormalization
